name,nomenclature,source_db_name,normalized_gene_id,aliases
RDH13,Gene Symbol,HGNC,hgnc:19978,1.1.1.-|ccds:CCDS42627|ccds:CCDS54320|ensembl:ENSG00000160439|hgnc:19978|ncbigene:112724|pubmed:12226107|pubmed:19027726|refseq:NM_138412|retinol dehydrogenase 13|SDR7C3|ucsc:uc061cvb.1|uniprot:Q8NBN7|vega:OTTHUMG00000180478
ZNF703,Gene Symbol,HGNC,hgnc:25883,ccds:CCDS6094|ena.embl:AK024361|ensembl:ENSG00000183779|FLJ14299|hgnc:25883|ncbigene:80139|NLZ1|omim:617045|pubmed:15897872|pubmed:21317240|refseq:NM_025069|ucsc:uc003xjy.2|uniprot:Q9H7S9|vega:OTTHUMG00000164001|ZEPPO1|zinc finger protein 703|ZNF503L|Zpo1
EEF2,Gene Symbol,ChEMBL,hgnc:3214,CHEMBL:CHEMBL1795108|ELONGATION FACTOR 2|UNIPROT:P13639
NPAS4,Gene Symbol,GO,hgnc:18983,BHLHE79|NEURONAL PAS DOMAIN-CONTAINING PROTEIN 4|NXF|PASD10
CYP3A43,Gene Symbol,NCBI,hgnc:17450,cytochrome P450 family 3 subfamily A member 43|ensembl:ENSG00000021461|hgnc:17450|ncbigene:64816|omim:606534
SRD5A3,Gene Name,HingoraniCasas,hgnc:25812,ENSEMBL:ENSG00000128039|SRD5A3
NDUFAB1,Gene Symbol,HGNC,hgnc:7694,ACP|ACP1|ccds:CCDS10614|ena.embl:AF087660|ensembl:ENSG00000004779|FASN2A|hgnc:7694|NADH:ubiquinone oxidoreductase subunit AB1|ncbigene:4706|omim:603836|orphanet:470742|pubmed:9763677|pubmed:9878551|refseq:NM_005003|SDAP|ucsc:uc002dlw.4|uniprot:O14561|vega:OTTHUMG00000096985
DAM,Gene Name,DrugBank,,DMA_BPT4|UNIPROT:P04392|X01416
SLC17A4,Gene Symbol,NCBI,hgnc:10932,ensembl:ENSG00000146039|hgnc:10932|KAIA2138|ncbigene:10050|omim:604216|solute carrier family 17 member 4
CATSPER1,Gene Symbol,NCBI,hgnc:17116,cation channel sperm associated 1|CATSPER|ensembl:ENSG00000175294|hgnc:17116|ncbigene:117144|omim:606389|SPGF7
UNIPROT:Q92499,UniProtKB ID,HopkinsGroom,hgnc:2734,ATP-DEPENDENT RNA HELICASE DDX1|DDX1|DDX1_HUMAN|ENSEMBL:ENSG00000079785|NCBIGENE:1653
PLCZ1,Gene Symbol,HGNC,hgnc:19218,3.1.4.11|ccds:CCDS81671|ccds:CCDS8680|Czeta|ena.embl:AY035866|ensembl:ENSG00000139151|hgnc:19218|ncbigene:89869|NYD-SP27|omim:608075|orphanet:470886|phospholipase C zeta 1|PLCzeta|pubmed:12117804|pubmed:15385165|pubmed:40572651|refseq:NM_033123|ucsc:uc058lrt.1|uniprot:Q86YW0|vega:OTTHUMG00000168937
ATP4B,Gene Name,DrugBank,hgnc:820,ATP4B|ATP4B_HUMAN|GENBANK:184105|HGNC:820|M75110|UNIPROT:P51164
KCNH5,Gene Symbol,HGNC,hgnc:6254,ccds:CCDS45122|ccds:CCDS9756|eag2|ena.embl:U69185|ensembl:ENSG00000140015|H-EAG2|hEAG2|hgnc:6254|Kv10.2|ncbigene:27133|omim:605716|orphanet:470532|potassium voltage-gated channel subfamily H member 5|pubmed:16382104|pubmed:9738473|refseq:NM_139318|ucsc:uc001xfx.5|uniprot:Q8NCM2|vega:OTTHUMG00000029041
KLB,Gene Name,PharmGKB,hgnc:15527,PHARMGKB.GENE:PA142671586
THBS4,Gene Symbol,Pharos,hgnc:11788,THROMBOSPONDIN-4|UNIPROT:P35443
ENSEMBL:ENSG00000144659,Ensembl Gene ID,RussLampel,hgnc:26054,NP_060345.1
ENSEMBL:ENSG00000135773,Ensembl Gene ID,RussLampel,hgnc:1486,CALPAIN-9 (EC 3.4.22.-) (DIGESTIVE TRACT-SPECIFIC CALPAIN) (NCL-4) (CG36 PROTEIN)|CAPN9
TRPC4,Gene Symbol,GO,hgnc:12336,SHORT TRANSIENT RECEPTOR POTENTIAL CHANNEL 4
CDK16,Gene Name,HingoraniCasas,hgnc:8749,CDK16|ENSEMBL:ENSG00000102225
FGF14,Gene Symbol,Tempus,hgnc:3671,
SPRED2,Gene Symbol,Pharos,hgnc:17722,"SPROUTY-RELATED, EVH1 DOMAIN-CONTAINING PROTEIN 2|UNIPROT:Q7Z698"
CYSLTR1,Gene Name,HingoraniCasas,hgnc:17451,CYSLTR1|ENSEMBL:ENSG00000173198
ARPC2,Gene Symbol,NCBI,hgnc:705,actin related protein 2/3 complex subunit 2|ARC34|ensembl:ENSG00000163466|hgnc:705|LOC220721|ncbigene:10109|omim:604224|p34-Arc|PNAS-139|PRO2446
UNIPROT:Q13554,UniProtKB ID,HopkinsGroom,hgnc:1461,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT BETA|CAMK2B|ENSEMBL:ENSG00000058404|KCC2B_HUMAN|NCBIGENE:816
ENSEMBL:ENSG00000005469,Ensembl Gene ID,RussLampel,hgnc:2366,CROT|PEROXISOMAL CARNITINE O-OCTANOYLTRANSFERASE (EC 2.3.1.137) (COT)
LEF1,Gene Symbol,FoundationOneGenes,hgnc:6551,
CTRB2,Gene Name,HingoraniCasas,hgnc:2522,CTRB2|ENSEMBL:ENSG00000168928
EPAS1,Gene Name,DrugBank,hgnc:3374,EPAS1|EPAS1_HUMAN|HGNC:3374|IUPHAR.RECEPTOR:3148|UNIPROT:Q99814
BRAP,Gene Symbol,NCBI,hgnc:1099,BRAP2|BRCA1 associated protein|ensembl:ENSG00000089234|hgnc:1099|IMP|ncbigene:8315|omim:604986|RNF52
INS-IGF2,Gene Symbol,GO,hgnc:33527,"INSULIN, ISOFORM 2"
OR2T5,Gene Symbol,Pharos,hgnc:15017,OLFACTORY RECEPTOR 2T5|UNIPROT:Q6IEZ7
SLC2A5,Gene Name,NCI,hgnc:11010,
OR2V1,Gene Symbol,Pharos,hgnc:8280,OLFACTORY RECEPTOR 2V1|UNIPROT:Q8NHB1
KEAP1,Gene Symbol,Ensembl,hgnc:23177,ensembl:ENSG00000079999|hgnc:23177|kelch like ECH associated protein 1
FMT,Gene Name,DrugBank,,FMT_ECOLI|GENBANK:41474|UNIPROT:P23882|X63666
OR1L3,Gene Symbol,HGNC,hgnc:8215,ccds:CCDS35128|ensembl:ENSG00000171481|hgnc:8215|hordedb:OR1L3|ncbigene:26735|olfactory receptor family 1 subfamily L member 3|OR9-D|refseq:NM_001005234|ucsc:uc011lzb.2|uniprot:Q8NH93|vega:OTTHUMG00000020619
UBE2Z,Gene Symbol,NCBI,hgnc:25847,ensembl:ENSG00000159202|hgnc:25847|HOYS7|ncbigene:65264|omim:611362|ubiquitin conjugating enzyme E2 Z|USE1
ALDH2,Gene Name,NCI,hgnc:404,
UNIPROT:Q8NHC7,UniProtKB ID,HopkinsGroom,hgnc:15026,ENSEMBL:ENSG00000177174|NCBIGENE:127066|O14CZ_HUMAN|OLFACTORY RECEPTOR 14C36|OR14C36
OTOG,Gene Symbol,HGNC,hgnc:8516,ccds:CCDS59225|ccds:CCDS76390|ena.embl:AK128214|ensembl:ENSG00000188162|FLJ46346|hgnc:8516|mlemp|ncbigene:340990|omim:604487|orphanet:317554|OTGN|otogelin|pubmed:10655058|pubmed:9405633|refseq:NM_001277269|ucsc:uc057znr.1|uniprot:Q6ZRI0|vega:OTTHUMG00000149905
XDH,Gene Name,DTC,hgnc:12805,
PQLC2,Gene Symbol,Pharos,hgnc:26001,LYSOSOMAL AMINO ACID TRANSPORTER 1 HOMOLOG|UNIPROT:Q6ZP29
SRR,Gene Symbol,Pharos,hgnc:14398,SERINE RACEMASE|UNIPROT:Q9GZT4
TXNDC9,Gene Symbol,Ensembl,hgnc:24110,ensembl:ENSG00000115514|hgnc:24110|thioredoxin domain containing 9
ERVK-6,Gene Symbol,HGNC,hgnc:13915,"ena.embl:AF074086|endogenous retrovirus group K member 6, envelope|envK2|ERVK6|HERV-K(C7)|HERV-K(HML-2.HOM)|HERV-K108|hgnc:13915|ncbigene:64006|omim:605626|pubmed:10080172|pubmed:11401447|pubmed:21542922|uniprot:Q69383|uniprot:Q69384|uniprot:Q7LDI9|uniprot:Q9BXR3|uniprot:Q9Y6I0"
CHRNE,Gene Symbol,Ensembl,hgnc:1966,cholinergic receptor nicotinic epsilon subunit|ensembl:ENSG00000108556|hgnc:1966
TBX5,Gene Symbol,NCBI,hgnc:11604,ensembl:ENSG00000089225|hgnc:11604|HOS|ncbigene:6910|omim:601620|T-box transcription factor 5
PTGS1,Gene Symbol,HGNC,hgnc:9604,1.14.99.1|ccds:CCDS59520|ccds:CCDS59521|ccds:CCDS6842|ccds:CCDS6843|ccds:CCDS75895|COX1|ena.embl:M59979|ensembl:ENSG00000095303|hgnc:9604|ncbigene:5742|omim:176805|orphanet:470922|PGHS-1|prostaglandin-endoperoxide synthase 1|PTGHS|pubmed:1907252|pubmed:2512924|refseq:NM_000962|ucsc:uc004bmg.3|uniprot:P23219|vega:OTTHUMG00000020605
GCNT2,Gene Symbol,HGNC,hgnc:4204,2.4.1.150|bA360O19.2|bA421M1.1|CCAT|ccds:CCDS34338|ccds:CCDS4512|ccds:CCDS4513|ena.embl:L41605|ensembl:ENSG00000111846|GCNT5|glucosaminyl (N-acetyl) transferase 2 (I blood group)|hgnc:4204|IGNT|II|NACGT1|NAGCT1|ncbigene:2651|omim:600429|orphanet:426937|pubmed:8449405|pubmed:9915862|refseq:NM_145649|ucsc:uc010jol.4|ULG3|uniprot:Q8N0V5|vega:OTTHUMG00000014244
CHGA,Gene Name,HingoraniCasas,hgnc:1929,CHGA|ENSEMBL:ENSG00000100604
PHF3,Gene Symbol,HGNC,hgnc:8921,ccds:CCDS4966|ccds:CCDS78155|ena.embl:AF091622|ensembl:ENSG00000118482|hgnc:8921|ncbigene:23469|omim:607789|PHD finger protein 3|pubmed:11856869|refseq:NM_001290259|ucsc:uc003pep.2|uniprot:Q92576|vega:OTTHUMG00000014952
HAVCR2,Gene Symbol,NCBI,hgnc:18437,CD366|ensembl:ENSG00000135077|HAVcr-2|hepatitis A virus cellular receptor 2|hgnc:18437|KIM-3|ncbigene:84868|omim:606652|SPTCL|Tim-3|TIM3|TIMD-3|TIMD3
IUPHAR.RECEPTOR:3344,GuideToPharmacology ID,GuideToPharmacology,hgnc:1775,CDK5R1|CYCLIN DEPENDENT KINASE 5 REGULATORY SUBUNIT 1|HGNC:1775|UNIPROT:Q15078
IUPHAR.RECEPTOR:2708,GuideToPharmacology ID,GuideToPharmacology,hgnc:10886,HGNC:10886|REFSEQ:NM_012237|REFSEQ:NP_036369|SIRT2|SIRTUIN 2|UNIPROT:Q8IXJ6
GLYCOPROTEIN IIB/IIIA RECEPTOR,Gene Name,TTD,,GPIIB/IIIA|TTD.TARGET:T50688
SLC18A1,Gene Symbol,Pharos,hgnc:10934,CHROMAFFIN GRANULE AMINE TRANSPORTER|UNIPROT:P54219
UBQLN2,Gene Symbol,Pharos,hgnc:12509,UBIQUILIN-2|UNIPROT:Q9UHD9
SRMS,Gene Symbol,HGNC,hgnc:11298,2.7.10.2|C20orf148|ccds:CCDS13525|dJ697K14.1|ensembl:ENSG00000125508|hgnc:11298|ncbigene:6725|omim:617797|PTK70|pubmed:23822091|pubmed:7935409|refseq:NM_080823|src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites|SRM|ucsc:uc002yfi.3|uniprot:Q9H3Y6|vega:OTTHUMG00000032977
SLC12A5,Gene Name,DrugBank,hgnc:13818,AF208159|GENBANK:12003227|HGNC:13818|IUPHAR.RECEPTOR:972|S12A5_HUMAN|SLC12A5|UNIPROT:Q9H2X9
CPA1,Gene Name,DrugBank,hgnc:2296,CBPA1_HUMAN|CPA1|GENBANK:35330|HGNC:2296|IUPHAR.RECEPTOR:1587|UNIPROT:P15085|X67318
LIPG,Gene Symbol,NCBI,hgnc:6623,"EDL|EL|ensembl:ENSG00000101670|hgnc:6623|lipase G, endothelial type|ncbigene:9388|omim:603684|PRO719"
SLC23A1,Gene Symbol,NCBI,hgnc:10974,ensembl:ENSG00000170482|hgnc:10974|MGC22361|ncbigene:9963|omim:603790|SLC23A2|solute carrier family 23 member 1|SVCT1|YSPL3
ALDH18A1,Gene Symbol,Ensembl,hgnc:9722,aldehyde dehydrogenase 18 family member A1|ensembl:ENSG00000059573|hgnc:9722
RAB5A,Gene Symbol,NCBI,hgnc:9783,"ensembl:ENSG00000144566|hgnc:9783|ncbigene:5868|omim:179512|RAB5|RAB5A, member RAS oncogene family"
IVD,Gene Symbol,HGNC,hgnc:6186,1.3.8.4|ACAD2|ccds:CCDS10057|ccds:CCDS53930|ena.embl:AF038317|ensembl:ENSG00000128928|hgnc:6186|isovaleryl-CoA dehydrogenase|IVDH|ncbigene:3712|omim:607036|orphanet:122716|pubmed:2063866|refseq:NM_001159508|ucsc:uc001zls.4|uniprot:P26440|vega:OTTHUMG00000129984
KDM5D,Gene Symbol,CIViC,hgnc:11115,CIVIC.GID:6556|HY|HYA|JARID1D|LYSINE DEMETHYLASE 5D|NCBI.GENE:8284|SMCY
WNT16,Gene Name,HingoraniCasas,hgnc:16267,ENSEMBL:ENSG00000002745|WNT16
BTNL10P,Gene Symbol,Ensembl,hgnc:42540,"butyrophilin like 10, pseudogene|ensembl:ENSG00000215811|hgnc:42540"
UBE2V1,Gene Symbol,Ensembl,hgnc:12494,ensembl:ENSG00000244687|hgnc:12494|ubiquitin conjugating enzyme E2 V1
VPREB1,Gene Symbol,NCBI,hgnc:12709,CD179a|ensembl:ENSG00000169575|hgnc:12709|IGI|IGVPB|imgt/gene-db:VPREB1|ncbigene:7441|omim:605141|V-set pre-B cell surrogate light chain 1|VPREB
NDUFA11,Gene Symbol,NCBI,hgnc:20371,B14.7|CI-B14.7|ensembl:ENSG00000174886|hgnc:20371|MC1DN14|NADH:ubiquinone oxidoreductase subunit A11|ncbigene:126328|omim:612638
RPSA,Gene Symbol,Ensembl,hgnc:6502,ensembl:ENSG00000168028|hgnc:6502|ribosomal protein SA
PRDM16,Gene Name,PharmGKB,hgnc:14000,PHARMGKB.GENE:PA33714
SULT1E1,Gene Symbol,HGNC,hgnc:11377,2.8.2.4|ccds:CCDS3531|ena.embl:BC027956|ensembl:ENSG00000109193|EST|hgnc:11377|ncbigene:6783|omim:600043|pubmed:7961757|refseq:NM_005420|STE|sulfotransferase family 1E member 1|ucsc:uc003heo.3|uniprot:P49888|vega:OTTHUMG00000129403
PLACENTA GROWTH FACTOR,Gene Name,TTD,hgnc:8893,PLGF|TTD.TARGET:T70792
ASCL3,Gene Symbol,HGNC,hgnc:740,achaete-scute family bHLH transcription factor 3|bHLHa42|ccds:CCDS7795|ena.embl:AJ400877|ensembl:ENSG00000176009|HASH3|hgnc:740|ncbigene:56676|omim:609154|pubmed:11528127|refseq:NM_020646|Sgn1|ucsc:uc057yvn.1|uniprot:Q9NQ33|vega:OTTHUMG00000165679
CNIH4,Gene Symbol,Ensembl,hgnc:25013,cornichon family member 4|ensembl:ENSG00000143771|hgnc:25013
NEUROPILIN-1,Gene Name,TTD,hgnc:8004,NRP1|TTD.TARGET:T15023
OR6P1,Gene Symbol,NCBI,hgnc:15036,ensembl:ENSG00000186440|hgnc:15036|ncbigene:128366|olfactory receptor family 6 subfamily P member 1|OR6P1
INSL6,Gene Symbol,Ensembl,hgnc:6089,ensembl:ENSG00000120210|hgnc:6089|insulin like 6
CETP,Gene Name,DrugBank,hgnc:1869,CETP|CETP_HUMAN|HGNC:1869|IUPHAR.RECEPTOR:3248|M83573|UNIPROT:P11597
INS,Gene Name,HingoraniCasas,hgnc:6081,ENSEMBL:ENSG00000254647|INS
SLC35A2,Gene Symbol,HGNC,hgnc:11022,ccds:CCDS14311|ccds:CCDS35247|ccds:CCDS43937|ccds:CCDS65253|ccds:CCDS65254|ccds:CCDS75973|ccds:CCDS75974|ccds:CCDS75975|ena.embl:D88146|ensembl:ENSG00000102100|hgnc:11022|ncbigene:7355|omim:314375|orphanet:358431|pubmed:3561849|pubmed:8128316|refseq:NM_005660|solute carrier family 35 member A2|ucsc:uc004dlo.4|UDP-Gal-Tr|UGALT|UGAT|UGT|UGT1|UGT2|UGTL|uniprot:P78381|vega:OTTHUMG00000024129
ENSEMBL:ENSG00000142627,Ensembl Gene ID,RussLampel,hgnc:3386,EPHA2|EPHRIN TYPE-A RECEPTOR 2 PRECURSOR (EC 2.7.1.112) (TYROSINE-PROTEIN KINASE RECEPTOR ECK) (EPITHELIAL CELL KINASE)
BCORL1,Gene Symbol,HGNC,hgnc:25657,BCL6 corepressor like 1|BCoR-L1|ccds:CCDS14616|ccds:CCDS94663|cosmic:BCORL1|CXorf10|ena.embl:AL136450|ensembl:ENSG00000085185|FLJ11362|hgnc:25657|ncbigene:63035|omim:300688|orphanet:469984|pubmed:17379597|pubmed:21989985|refseq:NM_021946|ucsc:uc065bbq.1|uniprot:Q5H9F3|vega:OTTHUMG00000022379
INHBE,Gene Symbol,NCBI,hgnc:24029,ensembl:ENSG00000139269|hgnc:24029|inhibin subunit beta E|ncbigene:83729|omim:612031
OR2AG2,Gene Symbol,NCBI,hgnc:15143,ensembl:ENSG00000188124|hgnc:15143|ncbigene:338755|olfactory receptor family 2 subfamily AG member 2|OR11-76|OR2AG2|OR2AG2P
ACOT7L,Gene Symbol,Pharos,ncbigene:344967,PUTATIVE CYTOSOLIC ACYL COENZYME A THIOESTER HYDROLASE-LIKE|UNIPROT:Q6ZUV0
STRAP,Gene Symbol,HGNC,hgnc:30796,ccds:CCDS8676|ena.embl:AB024327|ensembl:ENSG00000023734|hgnc:30796|MAWD|ncbigene:11171|omim:605986|pt-wd|refseq:NM_007178|serine/threonine kinase receptor associated protein|ucsc:uc001rdc.5|uniprot:Q9Y3F4|UNRIP|vega:OTTHUMG00000168791
PLCG2,Gene Name,HingoraniCasas,hgnc:9066,ENSEMBL:ENSG00000197943|PLCG2
IUPHAR.RECEPTOR:1401,GuideToPharmacology ID,GuideToPharmacology,hgnc:26440,FAAH2|FATTY ACID AMIDE HYDROLASE 2|FATTY ACID AMIDE HYDROLASE-2|HGNC:26440|UNIPROT:Q6GMR7
ENSEMBL:ENSG00000196262,Ensembl Gene ID,RussLampel,hgnc:9253,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A (EC 5.2.1.8) (PPIASE) (ROTAMASE) (CYCLOPHILIN A) (CYCLOSPORIN A-BINDING PROTEIN)|PPIA
ABCG2,Gene Symbol,GO,hgnc:74,ABCP|BCRP|BCRP1|BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2|MXR
LPIN3,Gene Symbol,HGNC,hgnc:14451,3.1.3.4|ccds:CCDS33469|ccds:CCDS93041|ena.embl:AL132654|ensembl:ENSG00000132793|hgnc:14451|lipin 3|LIPN3L|ncbigene:64900|omim:605520|pubmed:11138012|refseq:NM_022896|SMP2|ucsc:uc284pre.1|uniprot:Q9BQK8|vega:OTTHUMG00000033056
ENSEMBL:ENSG00000180210,Ensembl Gene ID,RussLampel,hgnc:3535,F2|PROTHROMBIN PRECURSOR (EC 3.4.21.5) (COAGULATION FACTOR II)
AVPR1A,Gene Symbol,dGene,hgnc:895,AVPR V1A|AVPR1|NCBIGENE:552|V1AR
CLPS,Gene Name,HingoraniCasas,hgnc:2085,CLPS|ENSEMBL:ENSG00000137392
