,HGNC_ID,ENSG_ID,NCBI_ID,primary_gene_symbol,gene_symbol,captured,captured as:
52878,{'HGNC:6336'},"{'ENSG00000276154', 'ENSG00000276634', 'ENSG00000273931', 'ENSG00000277345', 'ENSG00000277078', 'ENSG00000276395', 'ENSG00000283870', 'ENSG00000275353', 'ENSG00000284408', 'ENSG00000274807', 'ENSG00000284307', 'ENSG00000274406', 'ENSG00000284244', 'ENSG00000274947', 'ENSG00000283779', 'ENSG00000274957', 'ENSG00000283727', 'ENSG00000276254', 'ENSG00000274714', 'ENSG00000274533', 'ENSG00000276209', 'ENSG00000273526', 'ENSG00000276885', 'ENSG00000275938', 'ENSG00000274921', 'ENSG00000275351', 'ENSG00000221957', 'ENSG00000283846', 'ENSG00000274324', 'ENSG00000276465', 'ENSG00000283882', 'ENSG00000284264', 'ENSG00000275731'}",{'GENE ID:3809'},KIR2DS4,KIR2DS4,T,Primary Gene Symbol
52879,{'HGNC:6336'},{'ENSG00000221957'},{'GENE ID:3809'},KIR2DS4,KIR412,T,Gene Group Symbol
52880,{'HGNC:6336'},"{'ENSG00000276154', 'ENSG00000276634', 'ENSG00000273931', 'ENSG00000277345', 'ENSG00000277078', 'ENSG00000276395', 'ENSG00000283870', 'ENSG00000275353', 'ENSG00000284408', 'ENSG00000274807', 'ENSG00000284307', 'ENSG00000274406', 'ENSG00000284244', 'ENSG00000274947', 'ENSG00000283779', 'ENSG00000274957', 'ENSG00000283727', 'ENSG00000276254', 'ENSG00000274714', 'ENSG00000274533', 'ENSG00000276209', 'ENSG00000273526', 'ENSG00000276885', 'ENSG00000275938', 'ENSG00000274921', 'ENSG00000275351', 'ENSG00000221957', 'ENSG00000283846', 'ENSG00000274324', 'ENSG00000276465', 'ENSG00000283882', 'ENSG00000284264', 'ENSG00000275731'}",{'GENE ID:3809'},KIR2DS4,KKA3,F,
52881,{'HGNC:6336'},{'ENSG00000221957'},{'GENE ID:3809'},KIR2DS4,NKAT-8,F,
52882,{'HGNC:6336'},"{'ENSG00000276154', 'ENSG00000276634', 'ENSG00000273931', 'ENSG00000277345', 'ENSG00000277078', 'ENSG00000276395', 'ENSG00000283870', 'ENSG00000275353', 'ENSG00000284408', 'ENSG00000274807', 'ENSG00000284307', 'ENSG00000274406', 'ENSG00000284244', 'ENSG00000274947', 'ENSG00000283779', 'ENSG00000274957', 'ENSG00000283727', 'ENSG00000276254', 'ENSG00000274714', 'ENSG00000274533', 'ENSG00000276209', 'ENSG00000273526', 'ENSG00000276885', 'ENSG00000275938', 'ENSG00000274921', 'ENSG00000275351', 'ENSG00000221957', 'ENSG00000283846', 'ENSG00000274324', 'ENSG00000276465', 'ENSG00000283882', 'ENSG00000284264', 'ENSG00000275731'}",{'GENE ID:3809'},KIR2DS4,NKAT8,F,
52883,{'HGNC:6336'},{'ENSG00000221957'},{'GENE ID:3809'},KIR2DS4,cl-39,F,
52884,{'HGNC:6336'},{'ENSG00000221957'},{'GENE ID:3809'},KIR2DS4,nkat8,F,
52885,{'HGNC:6337'},"{'ENSG00000277650', 'ENSG00000288206', 'ENSG00000275047', 'ENSG00000276676', 'ENSG00000274739', 'ENSG00000274563', 'ENSG00000274243'}","{'GENE ID:124900569', 'GENE ID:3810'}",KIR2DS5,CD158G,T,"Gene Group Symbol, Gene Identifier Symbol"
52886,{'HGNC:6337'},"{'ENSG00000277650', 'ENSG00000275047', 'ENSG00000288206', 'ENSG00000274563', 'ENSG00000274243', 'ENSG00000276676', 'ENSG00000274739'}","{'GENE ID:124900569', 'GENE ID:3810'}",KIR2DS5,KIR2DS5,T,Primary Gene Symbol
52887,{'HGNC:6337'},"{'ENSG00000277650', 'ENSG00000288206', 'ENSG00000275047', 'ENSG00000276676', 'ENSG00000274739', 'ENSG00000274563', 'ENSG00000274243'}","{'GENE ID:124900569', 'GENE ID:3810'}",KIR2DS5,NKAT9,F,
52888,{'HGNC:6337'},set(),{'GENE ID:3810'},KIR2DS5,nkat9,F,
52889,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,AMB11,F,
52890,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,CD158E1,T,"Gene Group Symbol, Alternate Abbreviation Symbol"
52891,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,CD158E1/2,T,Gene Group Symbol
52892,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,CD158E2,T,Gene Group Symbol
52893,{'HGNC:6338'},{'ENSG00000167633'},{'GENE ID:3811'},KIR3DL1,CD158e1/2,T,"Gene Group Symbol, Gene Identifier Symbol"
52894,{'HGNC:6338'},{'ENSG00000167633'},{'GENE ID:3811'},KIR3DL1,CD158e2,T,Gene Group Symbol
52895,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,CL-11,F,
52896,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,CL-2,F,
52897,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,KIR,T,"Previous Symbol, Gene Group Symbol"
52898,{'HGNC:6338'},{'ENSG00000167633'},{'GENE ID:3811'},KIR3DL1,KIR2DL5B,T,Gene Group Symbol
52899,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,KIR3DL1,T,Primary Gene Symbol
52900,{'HGNC:6338'},{'ENSG00000167633'},{'GENE ID:3811'},KIR3DL1,KIR3DL1/S1,T,Gene Group Symbol
52901,{'HGNC:6338'},{'ENSG00000167633'},{'GENE ID:3811'},KIR3DL1,NKAT-3,F,
52902,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,NKAT3,F,
52903,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,NKB1,F,
52904,{'HGNC:6338'},"{'ENSG00000283731', 'ENSG00000274146', 'ENSG00000284589', 'ENSG00000283827', 'ENSG00000284093', 'ENSG00000276501', 'ENSG00000275288', 'ENSG00000274036', 'ENSG00000274920', 'ENSG00000273775', 'ENSG00000278856', 'ENSG00000275486', 'ENSG00000283954', 'ENSG00000274948', 'ENSG00000276423', 'ENSG00000276379', 'ENSG00000275545', 'ENSG00000284177', 'ENSG00000277175', 'ENSG00000273518', 'ENSG00000278368', 'ENSG00000167633', 'ENSG00000276329', 'ENSG00000275717', 'ENSG00000284426', 'ENSG00000278427', 'ENSG00000283729', 'ENSG00000278079', 'ENSG00000284342', 'ENSG00000277272', 'ENSG00000275659', 'ENSG00000275786'}",{'GENE ID:3811'},KIR3DL1,NKB1B,F,
52905,{'HGNC:6338'},{'ENSG00000167633'},{'GENE ID:3811'},KIR3DL1,cl-11,F,
52906,{'HGNC:6338'},{'ENSG00000167633'},{'GENE ID:3811'},KIR3DL1,cl-2,F,
52907,{'HGNC:6338'},{'ENSG00000167633'},{'GENE ID:3811'},KIR3DL1,nkat3,F,
52908,{'HGNC:6339'},{'ENSG00000240403'},{'GENE ID:3812'},KIR3DL2,3DL2,T,Alternate Abbreviation Symbol
52909,{'HGNC:6339'},"{'ENSG00000278474', 'ENSG00000284466', 'ENSG00000273735', 'ENSG00000277982', 'ENSG00000278850', 'ENSG00000275416', 'ENSG00000276882', 'ENSG00000284528', 'ENSG00000278809', 'ENSG00000278656', 'ENSG00000288389', 'ENSG00000275629', 'ENSG00000277181', 'ENSG00000278403', 'ENSG00000275511', 'ENSG00000284192', 'ENSG00000274722', 'ENSG00000240403', 'ENSG00000278361', 'ENSG00000284295', 'ENSG00000277709', 'ENSG00000278710', 'ENSG00000276739', 'ENSG00000273911', 'ENSG00000278707', 'ENSG00000284213', 'ENSG00000275262', 'ENSG00000275626', 'ENSG00000276424', 'ENSG00000276004', 'ENSG00000275838', 'ENSG00000278442', 'ENSG00000278726', 'ENSG00000275566', 'ENSG00000275083', 'ENSG00000278758', 'ENSG00000276357'}",{'GENE ID:3812'},KIR3DL2,CD158K,T,Gene Group Symbol
52910,{'HGNC:6339'},"{'ENSG00000278474', 'ENSG00000284466', 'ENSG00000273735', 'ENSG00000277982', 'ENSG00000278850', 'ENSG00000275416', 'ENSG00000276882', 'ENSG00000284528', 'ENSG00000278809', 'ENSG00000278656', 'ENSG00000288389', 'ENSG00000275629', 'ENSG00000277181', 'ENSG00000278403', 'ENSG00000275511', 'ENSG00000284192', 'ENSG00000274722', 'ENSG00000240403', 'ENSG00000278361', 'ENSG00000284295', 'ENSG00000277709', 'ENSG00000278710', 'ENSG00000276739', 'ENSG00000273911', 'ENSG00000278707', 'ENSG00000284213', 'ENSG00000275262', 'ENSG00000275626', 'ENSG00000276424', 'ENSG00000276004', 'ENSG00000275838', 'ENSG00000278442', 'ENSG00000278726', 'ENSG00000275566', 'ENSG00000275083', 'ENSG00000278758', 'ENSG00000276357'}",{'GENE ID:3812'},KIR3DL2,CL-5,F,
52911,{'HGNC:6339'},{'ENSG00000240403'},{'GENE ID:3812'},KIR3DL2,KIR-3DL2,T,"Gene Group Symbol, Alternate Abbreviation Symbol"
52912,{'HGNC:6339'},"{'ENSG00000278474', 'ENSG00000284466', 'ENSG00000273735', 'ENSG00000277982', 'ENSG00000278850', 'ENSG00000275416', 'ENSG00000276882', 'ENSG00000284528', 'ENSG00000278809', 'ENSG00000278656', 'ENSG00000288389', 'ENSG00000275629', 'ENSG00000277181', 'ENSG00000278403', 'ENSG00000275511', 'ENSG00000284192', 'ENSG00000274722', 'ENSG00000240403', 'ENSG00000278361', 'ENSG00000284295', 'ENSG00000277709', 'ENSG00000278710', 'ENSG00000276739', 'ENSG00000273911', 'ENSG00000278707', 'ENSG00000284213', 'ENSG00000275262', 'ENSG00000275626', 'ENSG00000276424', 'ENSG00000276004', 'ENSG00000275838', 'ENSG00000278442', 'ENSG00000278726', 'ENSG00000275566', 'ENSG00000275083', 'ENSG00000278758', 'ENSG00000276357'}",{'GENE ID:3812'},KIR3DL2,KIR3DL2,T,Primary Gene Symbol
52913,{'HGNC:6339'},{'ENSG00000240403'},{'GENE ID:3812'},KIR3DL2,NKAT-4,F,
52914,{'HGNC:6339'},"{'ENSG00000278474', 'ENSG00000284466', 'ENSG00000273735', 'ENSG00000277982', 'ENSG00000278850', 'ENSG00000275416', 'ENSG00000276882', 'ENSG00000284528', 'ENSG00000278809', 'ENSG00000278656', 'ENSG00000288389', 'ENSG00000275629', 'ENSG00000277181', 'ENSG00000278403', 'ENSG00000275511', 'ENSG00000284192', 'ENSG00000274722', 'ENSG00000240403', 'ENSG00000278361', 'ENSG00000284295', 'ENSG00000277709', 'ENSG00000278710', 'ENSG00000276739', 'ENSG00000273911', 'ENSG00000278707', 'ENSG00000284213', 'ENSG00000275262', 'ENSG00000275626', 'ENSG00000276424', 'ENSG00000276004', 'ENSG00000275838', 'ENSG00000278442', 'ENSG00000278726', 'ENSG00000275566', 'ENSG00000275083', 'ENSG00000278758', 'ENSG00000276357'}",{'GENE ID:3812'},KIR3DL2,NKAT4,F,
52915,{'HGNC:6339'},"{'ENSG00000278474', 'ENSG00000284466', 'ENSG00000273735', 'ENSG00000277982', 'ENSG00000278850', 'ENSG00000275416', 'ENSG00000276882', 'ENSG00000284528', 'ENSG00000278809', 'ENSG00000278656', 'ENSG00000288389', 'ENSG00000275629', 'ENSG00000277181', 'ENSG00000278403', 'ENSG00000275511', 'ENSG00000284192', 'ENSG00000274722', 'ENSG00000240403', 'ENSG00000278361', 'ENSG00000284295', 'ENSG00000277709', 'ENSG00000278710', 'ENSG00000276739', 'ENSG00000273911', 'ENSG00000278707', 'ENSG00000284213', 'ENSG00000275262', 'ENSG00000275626', 'ENSG00000276424', 'ENSG00000276004', 'ENSG00000275838', 'ENSG00000278442', 'ENSG00000278726', 'ENSG00000275566', 'ENSG00000275083', 'ENSG00000278758', 'ENSG00000276357'}",{'GENE ID:3812'},KIR3DL2,NKAT4A,F,
52916,{'HGNC:6339'},"{'ENSG00000278474', 'ENSG00000284466', 'ENSG00000273735', 'ENSG00000277982', 'ENSG00000278850', 'ENSG00000275416', 'ENSG00000276882', 'ENSG00000284528', 'ENSG00000278809', 'ENSG00000278656', 'ENSG00000288389', 'ENSG00000275629', 'ENSG00000277181', 'ENSG00000278403', 'ENSG00000275511', 'ENSG00000284192', 'ENSG00000274722', 'ENSG00000240403', 'ENSG00000278361', 'ENSG00000284295', 'ENSG00000277709', 'ENSG00000278710', 'ENSG00000276739', 'ENSG00000273911', 'ENSG00000278707', 'ENSG00000284213', 'ENSG00000275262', 'ENSG00000275626', 'ENSG00000276424', 'ENSG00000276004', 'ENSG00000275838', 'ENSG00000278442', 'ENSG00000278726', 'ENSG00000275566', 'ENSG00000275083', 'ENSG00000278758', 'ENSG00000276357'}",{'GENE ID:3812'},KIR3DL2,NKAT4B,F,
52917,{'HGNC:6339'},{'ENSG00000240403'},{'GENE ID:3812'},KIR3DL2,cl-5,F,
52918,{'HGNC:6339'},{'ENSG00000240403'},{'GENE ID:3812'},KIR3DL2,nkat4,F,
52919,{'HGNC:6339'},{'ENSG00000240403'},{'GENE ID:3812'},KIR3DL2,nkat4a,F,
52920,{'HGNC:6339'},{'ENSG00000240403'},{'GENE ID:3812'},KIR3DL2,nkat4b,F,
52921,{'HGNC:6339'},{'ENSG00000240403'},{'GENE ID:3812'},KIR3DL2,p140,F,
52922,{'HGNC:16312'},"{'ENSG00000274511', 'ENSG00000274724', 'ENSG00000276328', 'ENSG00000275062', 'ENSG00000278723', 'ENSG00000277392', 'ENSG00000283915', 'ENSG00000276806', 'ENSG00000284104', 'ENSG00000242019', 'ENSG00000283875', 'ENSG00000276572', 'ENSG00000284371', 'ENSG00000283823', 'ENSG00000284127', 'ENSG00000275172', 'ENSG00000274696', 'ENSG00000275433', 'ENSG00000274394', 'ENSG00000276875', 'ENSG00000274639', 'ENSG00000284086', 'ENSG00000284480', 'ENSG00000274254', 'ENSG00000275513', 'ENSG00000274480', 'ENSG00000276086', 'ENSG00000274763', 'ENSG00000274556', 'ENSG00000277028', 'ENSG00000277596', 'ENSG00000276084', 'ENSG00000277552', 'ENSG00000276196', 'ENSG00000277620', 'ENSG00000276433', 'ENSG00000283966', 'ENSG00000274786', 'ENSG00000276930', 'ENSG00000273502', 'ENSG00000278729', 'ENSG00000278490'}",{'GENE ID:115653'},KIR3DL3,CD158Z,T,Gene Group Symbol
52923,{'HGNC:16312'},{'ENSG00000242019'},{'GENE ID:115653'},KIR3DL3,KIR2DL5B,T,"Gene Group Symbol, Gene Neighbor Symbol"
52924,{'HGNC:16312'},"{'ENSG00000276328', 'ENSG00000274724', 'ENSG00000278723', 'ENSG00000283915', 'ENSG00000276806', 'ENSG00000284104', 'ENSG00000283875', 'ENSG00000284371', 'ENSG00000283823', 'ENSG00000284127', 'ENSG00000275172', 'ENSG00000275433', 'ENSG00000274639', 'ENSG00000275513', 'ENSG00000274480', 'ENSG00000274763', 'ENSG00000274556', 'ENSG00000277596', 'ENSG00000276084', 'ENSG00000277620', 'ENSG00000276930', 'ENSG00000274511', 'ENSG00000275062', 'ENSG00000277392', 'ENSG00000242019', 'ENSG00000276572', 'ENSG00000274696', 'ENSG00000274394', 'ENSG00000276875', 'ENSG00000284086', 'ENSG00000284480', 'ENSG00000274254', 'ENSG00000276086', 'ENSG00000277028', 'ENSG00000276196', 'ENSG00000277552', 'ENSG00000276433', 'ENSG00000283966', 'ENSG00000274786', 'ENSG00000273502', 'ENSG00000278729', 'ENSG00000278490'}",{'GENE ID:115653'},KIR3DL3,KIR3DL3,T,Primary Gene Symbol
52925,{'HGNC:16312'},"{'ENSG00000274511', 'ENSG00000274724', 'ENSG00000276328', 'ENSG00000275062', 'ENSG00000278723', 'ENSG00000277392', 'ENSG00000283915', 'ENSG00000276806', 'ENSG00000284104', 'ENSG00000242019', 'ENSG00000283875', 'ENSG00000276572', 'ENSG00000284371', 'ENSG00000283823', 'ENSG00000284127', 'ENSG00000275172', 'ENSG00000274696', 'ENSG00000275433', 'ENSG00000274394', 'ENSG00000276875', 'ENSG00000274639', 'ENSG00000284086', 'ENSG00000284480', 'ENSG00000274254', 'ENSG00000275513', 'ENSG00000274480', 'ENSG00000276086', 'ENSG00000274763', 'ENSG00000274556', 'ENSG00000277028', 'ENSG00000277596', 'ENSG00000276084', 'ENSG00000277552', 'ENSG00000276196', 'ENSG00000277620', 'ENSG00000276433', 'ENSG00000283966', 'ENSG00000274786', 'ENSG00000276930', 'ENSG00000273502', 'ENSG00000278729', 'ENSG00000278490'}",{'GENE ID:115653'},KIR3DL3,KIR3DL7,T,Gene Group Symbol
52926,{'HGNC:16312'},"{'ENSG00000274511', 'ENSG00000274724', 'ENSG00000276328', 'ENSG00000275062', 'ENSG00000278723', 'ENSG00000277392', 'ENSG00000283915', 'ENSG00000276806', 'ENSG00000284104', 'ENSG00000242019', 'ENSG00000283875', 'ENSG00000276572', 'ENSG00000284371', 'ENSG00000283823', 'ENSG00000284127', 'ENSG00000275172', 'ENSG00000274696', 'ENSG00000275433', 'ENSG00000274394', 'ENSG00000276875', 'ENSG00000274639', 'ENSG00000284086', 'ENSG00000284480', 'ENSG00000274254', 'ENSG00000275513', 'ENSG00000274480', 'ENSG00000276086', 'ENSG00000274763', 'ENSG00000274556', 'ENSG00000277028', 'ENSG00000277596', 'ENSG00000276084', 'ENSG00000277552', 'ENSG00000276196', 'ENSG00000277620', 'ENSG00000276433', 'ENSG00000283966', 'ENSG00000274786', 'ENSG00000276930', 'ENSG00000273502', 'ENSG00000278729', 'ENSG00000278490'}",{'GENE ID:115653'},KIR3DL3,KIR44,T,Gene Group Symbol
52927,{'HGNC:16312'},"{'ENSG00000274511', 'ENSG00000274724', 'ENSG00000276328', 'ENSG00000275062', 'ENSG00000278723', 'ENSG00000277392', 'ENSG00000283915', 'ENSG00000276806', 'ENSG00000284104', 'ENSG00000242019', 'ENSG00000283875', 'ENSG00000276572', 'ENSG00000284371', 'ENSG00000283823', 'ENSG00000284127', 'ENSG00000275172', 'ENSG00000274696', 'ENSG00000275433', 'ENSG00000274394', 'ENSG00000276875', 'ENSG00000274639', 'ENSG00000284086', 'ENSG00000284480', 'ENSG00000274254', 'ENSG00000275513', 'ENSG00000274480', 'ENSG00000276086', 'ENSG00000274763', 'ENSG00000274556', 'ENSG00000277028', 'ENSG00000277596', 'ENSG00000276084', 'ENSG00000277552', 'ENSG00000276196', 'ENSG00000277620', 'ENSG00000276433', 'ENSG00000283966', 'ENSG00000274786', 'ENSG00000276930', 'ENSG00000273502', 'ENSG00000278729', 'ENSG00000278490'}",{'GENE ID:115653'},KIR3DL3,KIRC1,T,Gene Group Symbol
52928,{'HGNC:16343'},"{'ENSG00000277477', 'ENSG00000278157', 'ENSG00000278786', 'ENSG00000276035', 'ENSG00000276041', 'ENSG00000275751', 'ENSG00000273688', 'ENSG00000275593', 'ENSG00000278691', 'ENSG00000274610', 'ENSG00000275887', 'ENSG00000284119', 'ENSG00000284105', 'ENSG00000284006', 'ENSG00000283713', 'ENSG00000277835', 'ENSG00000283968', 'ENSG00000274498', 'ENSG00000284007', 'ENSG00000277742', 'ENSG00000284417', 'ENSG00000284397', 'ENSG00000276518', 'ENSG00000278051', 'ENSG00000264257', 'ENSG00000276212', 'ENSG00000284102', 'ENSG00000273880', 'ENSG00000277176', 'ENSG00000274163', 'ENSG00000277560', 'ENSG00000283919', 'ENSG00000283974', 'ENSG00000275255', 'ENSG00000276912'}","{'GENE ID:128966731', 'GENE ID:128966730', 'GENE ID:128966722', 'GENE ID:548594', 'GENE ID:128966732', 'GENE ID:128966733'}",KIR3DP1,CD158C,T,"Gene Group Symbol, Gene Identifier Symbol"
52929,{'HGNC:16343'},{'ENSG00000264257'},{'GENE ID:548594'},KIR3DP1,CD158c,T,Gene Group Symbol
52930,{'HGNC:16343'},"{'ENSG00000277477', 'ENSG00000278157', 'ENSG00000278786', 'ENSG00000276035', 'ENSG00000276041', 'ENSG00000275751', 'ENSG00000273688', 'ENSG00000275593', 'ENSG00000278691', 'ENSG00000274610', 'ENSG00000275887', 'ENSG00000284119', 'ENSG00000284105', 'ENSG00000284006', 'ENSG00000283713', 'ENSG00000277835', 'ENSG00000283968', 'ENSG00000274498', 'ENSG00000284007', 'ENSG00000277742', 'ENSG00000284417', 'ENSG00000284397', 'ENSG00000276518', 'ENSG00000278051', 'ENSG00000264257', 'ENSG00000276212', 'ENSG00000284102', 'ENSG00000273880', 'ENSG00000277176', 'ENSG00000274163', 'ENSG00000277560', 'ENSG00000283919', 'ENSG00000283974', 'ENSG00000275255', 'ENSG00000276912'}","{'GENE ID:128966731', 'GENE ID:128966730', 'GENE ID:128966722', 'GENE ID:548594', 'GENE ID:128966732', 'GENE ID:128966733'}",KIR3DP1,KIR2DS6,T,Gene Group Symbol
