gene_symbol,alias_symbol,ENSG_ID,collision,source
PICALM,"CALM,CLTH",ENSG00000073921,CALM,HGNC
CAMK2A,"KIAA0968,CaMKIINalpha,CaMKIIα",ENSG00000070808,CAMKIINALPHA,HGNC
CAMK2N1,CaMKIINalpha,ENSG00000162545,CAMKIINALPHA,HGNC
FAM111B,CANP,ENSG00000189057,CANP,HGNC
CAPNS1,"CANP,CANPS,30K,CDPS",ENSG00000126247,CANP,HGNC
CAPN1,"muCANP,muCL,CANP,CANPL1",ENSG00000014216,CANP,HGNC
BRD4,"HUNKI,MCAP,CAP,HUNK1,FSHRG4",ENSG00000141867,CAP,HGNC
LNPEP,"CAP,PLAP,P-LAP,IRAP",ENSG00000113441,CAP,HGNC
CAP1,CAP,ENSG00000131236,CAP,HGNC
SORBS1,"FLJ12406,CAP,sh3p12,ponsin,KIAA1296",ENSG00000095637,CAP,HGNC
SERPINB6,"PTI,CAP",ENSG00000124570,CAP,HGNC
HACD1,CAP,ENSG00000165996,CAP,HGNC
TMPRSS4,"TMPRSS3,MT-SP2,CAP2",ENSG00000137648,CAP2,HGNC
SERPINB8,CAP2,ENSG00000166401,CAP2,HGNC
SERPINB9,CAP3,ENSG00000170542,CAP3,HGNC
ST14,"SNC19,HAI,MT-SP1,TMPRSS14,CAP3",ENSG00000149418,CAP3,HGNC
CAPS,"CAPS1,MGC126562",ENSG00000105519,CAPS1,HGNC
CADPS,"CAPS,KIAA1121,CAPS1,UNC-31,CADPS1",ENSG00000163618,CAPS1,HGNC
SPG7,"CAR,SPG5C",ENSG00000197912,CAR,HGNC
NR1I3,"MB67,CAR1,CAR",ENSG00000143257,CAR,HGNC
CXADRP1,"CAR,CXADRP",ENSG00000214319,CAR,HGNC
CXADR,CAR,ENSG00000154639,CAR,HGNC
CA1,Car1,ENSG00000133742,CAR1,HGNC
NR1I3,"MB67,CAR1,CAR",ENSG00000143257,CAR1,HGNC
CA2,"Car2,CA-II,CAII",ENSG00000104267,CAR2,HGNC
NR1I4,CAR2,,CAR2,HGNC
KRT8,"CARD2,K8,CK8,CK-8,CYK8,K2C8,KO",ENSG00000170421,CARD2,HGNC
NOL3,"ARC,NOP30,MYP,CARD2",ENSG00000140939,CARD2,HGNC
LINC00670,"FLJ34690,CARDINAL",ENSG00000179136,CARDINAL,HGNC
CARD8,"TUCAN,KIAA0955,CARDINAL,NDPP,Dakar",ENSG00000105483,CARDINAL,HGNC
PEDS1,"Kua,CarF",ENSG00000240849,CARF,HGNC
CDKN2AIP,"FLJ20036,CARF",ENSG00000168564,CARF,HGNC
BCL10,"CARMEN,CIPER,mE10,c-E10,CLAP",ENSG00000142867,CARMEN,HGNC
CARMN,CARMEN,ENSG00000249669,CARMEN,HGNC
MINDY3,"FLJ13397,CARP,my042,DERP5",ENSG00000148481,CARP,HGNC
ANKRD1,"C-193,ALRP,CARP,CVARP,MCARP",ENSG00000148677,CARP,HGNC
CA8,CARP,ENSG00000178538,CARP,HGNC
RFFL,"rififylin,fring,RNF189,RNF34L,CARP2,CARP-2",ENSG00000092871,CARP2,HGNC
CA11,"CARP2,CARPX1",ENSG00000063180,CARP2,HGNC
CSE1L,"CAS,XPO2,CSE1",ENSG00000124207,CAS,HGNC
BCAR1,"P130Cas,Crkas,CAS,CASS1",ENSG00000050820,CAS,HGNC
CASD1,"FLJ21213,FLJ21879,C7orf12,Cas1",ENSG00000127995,CAS1,HGNC
CACNA1G-AS1,CAS1,ENSG00000250107,CAS1,HGNC
CYTIP,"B3-1,HE,CYBR,CASP,CYTHIP",ENSG00000115165,CASP,HGNC
CUX1,"CDP,CDP1,CUX,CUT,Clox,CDP/Cut,CDP/Cux,Cux/CDP,CASP,GOLIM6",ENSG00000257923,CASP,HGNC
CRTAP,"CASP,LEPREL3,P3H5",ENSG00000170275,CASP,HGNC
ERC2,"CAST,CAST1,KIAA0378,SPBC110,Spc110,ELKSL",ENSG00000187672,CAST,HGNC
POLR1G,"ASE-1,CAST,PAF49,RPA34,A34.5",ENSG00000117877,CAST,HGNC
CRAT,CAT1,ENSG00000095321,CAT1,HGNC
TRPV6,CaT1,ENSG00000165125,CAT1,HGNC
DGCR,CATCH22,,CATCH22,HGNC
TBX1,CATCH22,ENSG00000184058,CATCH22,HGNC
CA5A,"CAV,CAVA",ENSG00000174990,CAV,HGNC
CAV2,CAV,ENSG00000105971,CAV,HGNC
VTRNA2-1,"vtRNA2,hvg-5,CBL-3,hsa-mir-886,nc886,pre-miR-886",ENSG00000270123,CBL-3,HGNC
CBLC,"CBL-3,CBL-SL,RNF57",ENSG00000142273,CBL-3,HGNC
CREBBP,"RTS,CBP,KAT3A",ENSG00000005339,CBP,HGNC
PAG1,"PAG,CBP",ENSG00000076641,CBP,HGNC
AGTPBP1,"KIAA1035,Nna1,CCP1",ENSG00000135049,CCP1,HGNC
CCDC115,"MGC12981,FLJ30131,ccp1",ENSG00000136710,CCP1,HGNC
NOD2,"BLAU,CD,PSORAS1,CLR16.3,NLRC2",ENSG00000167207,CD,HGNC
CTLA4,"CD152,CD,GSE,CTLA-4",ENSG00000163599,CD,HGNC
CELIAC2,"CD,GSE",,CD,HGNC
KIR3DL2,"cl-5,nkat4,nkat4a,nkat4b,CD158K",ENSG00000240403,CD158K,HGNC
KIR2DL2,"cl-43,nkat6,CD158B1,CD158k",,CD158K,HGNC
FCGR3A,"CD16,CD16a,FcgammaRIIIa,FcGRIIIA",ENSG00000203747,CD16,HGNC
FCGR3B,"CD16,CD16b,FcgammaRIIIb,FcRIIIb",ENSG00000162747,CD16,HGNC
IL2RA,CD25,ENSG00000134460,CD25,HGNC
ISG20,"HEM45,CD25",ENSG00000172183,CD25,HGNC
FCGR2A,"CD32,CD32A,IGFR2,CDw32,Fc-gamma-RIIa,FcgammaRIIa",ENSG00000143226,CD32,HGNC
FCGR2B,"CD32,CD32B,FcgammaRIIb,FcGRIIB",ENSG00000072694,CD32,HGNC
LILRB1,"LIR-1,ILT2,MIR-7,CD85,LIR1,CD85j,PIRB,PIR-B",ENSG00000104972,CD85,HGNC
LILRA5,"ILT11,LIR9,CD85,CD85f",ENSG00000187116,CD85,HGNC
SLC3A2,"4T2HC,4F2,NACAE,CD98,CD98HC,4F2HC",ENSG00000168003,CD98,HGNC
SLC7A5,"LAT1,E16,D16S469E,MPE16,CD98",ENSG00000103257,CD98,HGNC
CDC14C,"MGC26484,CDC14B2,CDC14Bretro,CDC14CP",ENSG00000218305,CDC14B2,HGNC
CDC14B,"Cdc14B1,Cdc14B2,CDC14B3,hCDC14B",ENSG00000081377,CDC14B2,HGNC
CDH20,"CDH7L3,Cdh7",ENSG00000101542,CDH7,HGNC
CDH19,CDH7,ENSG00000071991,CDH7,HGNC
CDK11B,"CDK11-p110,CDK11-p58,CDK11-p46",ENSG00000248333,CDK11-P110,HGNC
CDK11A,"PITSLRE,CDK11-p110,CDK11-p58,CDK11-p46,p58GTA",ENSG00000008128,CDK11-P110,HGNC
CDK11A,"PITSLRE,CDK11-p110,CDK11-p58,CDK11-p46,p58GTA",ENSG00000008128,CDK11-P46,HGNC
CDK11B,"CDK11-p110,CDK11-p58,CDK11-p46",ENSG00000248333,CDK11-P46,HGNC
CDK11B,"CDK11-p110,CDK11-p58,CDK11-p46",ENSG00000248333,CDK11-P58,HGNC
CDK11A,"PITSLRE,CDK11-p110,CDK11-p58,CDK11-p46,p58GTA",ENSG00000008128,CDK11-P58,HGNC
CDKN2B,"P15,MTS2,INK4B,TP15,CDK4I,p15INK4b",ENSG00000147883,CDK4I,HGNC
CDKN2A,"CDK4I,p16,INK4a,MTS1,CMM2,ARF,p19,p14,INK4,p16INK4a,p19Arf,p14ARF,P16-INK4A,CAI2",ENSG00000147889,CDK4I,HGNC
BCAP31,"DXS1357E,BAP31,6C6-Ag,CDM",ENSG00000185825,CDM,HGNC
CALD1,"CDM,H-CAD,L-CAD,h-CD",ENSG00000122786,CDM,HGNC
RUNX1T1,"CDR,ETO,MTG8,ZMYND2",ENSG00000079102,CDR,HGNC
AKR1C4,"DD4,HAKRA,C11,3-alpha-HSD,CDR,MGC22581",ENSG00000198610,CDR,HGNC
CEACAM7,CEA,ENSG00000007306,CEA,HGNC
PSG2,"PSGGB,PSG1,CEA",ENSG00000242221,CEA,HGNC
ELMO2,"CED12,ELMO-2,CED-12,KIAA1834,FLJ11656",ENSG00000062598,CED-12,HGNC
ELMO3,"FLJ13824,CED12,ELMO-3,CED-12",ENSG00000102890,CED-12,HGNC
ELMO1,"KIAA0281,CED12,ELMO-1,CED-12",ENSG00000155849,CED-12,HGNC
ELMO3,"FLJ13824,CED12,ELMO-3,CED-12",ENSG00000102890,CED12,HGNC
ELMO1,"KIAA0281,CED12,ELMO-1,CED-12",ENSG00000155849,CED12,HGNC
ELMO2,"CED12,ELMO-2,CED-12,KIAA1834,FLJ11656",ENSG00000062598,CED12,HGNC
HLA-DQB1,"IDDM1,CELIAC1",ENSG00000179344,CELIAC1,HGNC
HLA-DQA1,CELIAC1,ENSG00000196735,CELIAC1,HGNC
CXXC1,"HsT2645,PCCX1,hCGBP,PHF18,CGBP,SPP1,CFP1,ZCGPC1",ENSG00000154832,CFP1,HGNC
CCNY,"CFP1,CBCP1",ENSG00000108100,CFP1,HGNC
KTN1,"KIAA0004,CG1,KNT",ENSG00000126777,CG1,HGNC
NUP42,"NLP_1,CG1,hCG1,H_RG271G13.9",ENSG00000136243,CG1,HGNC
MAMLD1,"CG1,F18",ENSG00000013619,CG1,HGNC
GOLT1A,"FLJ42654,CGI-141,YMR292W,GOT1,MGC62027",ENSG00000174567,CGI-141,HGNC
GOLT1B,"CGI-141,YMR292W,GOT1",ENSG00000111711,CGI-141,HGNC
CALCA,"CGRP,CGRP-alpha",ENSG00000110680,CGRP,HGNC
S100A12,"p6,MRP6,CGRP,CAAF1,CAGC,ENRAGE",ENSG00000163221,CGRP,HGNC
CHAMP1,"CAMP,CHAMP",ENSG00000198824,CHAMP,HGNC
MOV10L1,"DJ402G11.8,DKFZp434B0717,CHAMP",ENSG00000073146,CHAMP,HGNC
GET1,CHD5,ENSG00000182093,CHD5,HGNC
CHD6,"KIAA1335,FLJ22369,dJ620E11.1,CHD5,RIGB",ENSG00000124177,CHD5,HGNC
CDK13,"CHED,CDC2L,KIAA1791",ENSG00000065883,CHED,HGNC
OVOL2,"bA504H3.3,HOVO2,CHED",ENSG00000125850,CHED,HGNC
DBF4,"ASK,chif,ZDBF1,DBF4A",ENSG00000006634,CHIF,HGNC
FXYD4,CHIF,ENSG00000150201,CHIF,HGNC
CHP1,"Sid470p,CHP,SLC9A1BP,p22,p24",ENSG00000187446,CHP,HGNC
RHOV,"Chp,WRCH2",ENSG00000104140,CHP,HGNC
ASF1A,"DKFZP547E2110,CIA",ENSG00000111875,CIA,HGNC
NCOA5,"bA465L10.6,CIA",ENSG00000124160,CIA,HGNC
CIB1,"SIP2-28,CIB,KIP",ENSG00000185043,CIB,HGNC
ABHD14B,"MGC15429,CIB",ENSG00000114779,CIB,HGNC
TSPYL2,"SE20-4,HRIHFB2216,CTCL,DENTT,CDA1,CINAP,TSPX",ENSG00000184205,CINAP,HGNC
AK6,CINAP,ENSG00000085231,CINAP,HGNC
SLC12A9,CIP1,ENSG00000146828,CIP1,HGNC
CDKN1A,"P21,CIP1,WAF1,SDI1,CAP20,p21CIP1,p21Cip1/Waf1,p21",ENSG00000124762,CIP1,HGNC
VIM2P,"lncRNA-CIR,RP11-162L10.1,VIM2,CIR",ENSG00000220548,CIR,HGNC
CIR1,CIR,ENSG00000138433,CIR,HGNC
KCNJ5,"Kir3.4,CIR,KATP1,GIRK4,LQT13",ENSG00000120457,CIR,HGNC
CCL14,"HCC-1,HCC-3,NCC-2,SCYL2,CKb1,MCIF",ENSG00000276409,CKB1,HGNC
CSNK2B,"Ckb1,Ckb2",ENSG00000204435,CKB1,HGNC
CCR1,"CKR-1,MIP1aR,CD191",ENSG00000163823,CKR-1,HGNC
CXCR1,"CKR-1,CDw128a,CD181",ENSG00000163464,CKR-1,HGNC
COLEC11,"MGC3279,CL-K1,CL-11",ENSG00000118004,CL-11,HGNC
KIR3DL1,"cl-2,NKB1,cl-11,nkat3,NKB1B,AMB11,CD158e1/2,CD158E1,CD158e2",ENSG00000167633,CL-11,HGNC
KIR2DL3,"cl-6,nkat2,nkat2a,nkat2b,p58,CD158B2",ENSG00000243772,CL-6,HGNC
INSIG1,"CL-6,MGC1405",ENSG00000186480,CL-6,HGNC
CCDC80,"URB,SSG1,DRO1,CL2,TCONS_00006930",ENSG00000091986,CL2,HGNC
ERVW-5,CL2,,CL2,HGNC
AP3M2,"CLA20,AP47B",ENSG00000070718,CLA20,HGNC
AP4S1,"CLA20,AP47B,SPG52",ENSG00000100478,CLA20,HGNC
SPEF1,"DKFZP434I114,SPEF1A,CLAMP",ENSG00000101222,CLAMP,HGNC
PDZK1,"PDZD1,NHERF3,CAP70,CLAMP,NaPi-Cap1",ENSG00000174827,CLAMP,HGNC
NLRC4,"CLAN1,ipaf,CLANA,CLANB,CLANC,CLAND,CLR2.1,CLAN",ENSG00000091106,CLAN,HGNC
LINC02577,"AC002384.1,SLINKY,CLAN",ENSG00000228742,CLAN,HGNC
CLCN2,"CLC2,EJM6,ClC-2",ENSG00000114859,CLC2,HGNC
LGALS14,"PPL13,CLC2",ENSG00000006659,CLC2,HGNC
CRLF1,"CLF-1,CLF,CISS,CISS1",ENSG00000006016,CLF,HGNC
CRNKL1,"CRN,CLF,SYF3,Clf1",ENSG00000101343,CLF,HGNC
CLIP1,"CYLN1,CLIP170,CLIP,CLIP-170",ENSG00000130779,CLIP,HGNC
CD74,CLIP,ENSG00000019582,CLIP,HGNC
CLIP2,"CLIP-115,KIAA0291,WSCR4,CLIP,WSCR3",ENSG00000106665,CLIP,HGNC
POMC,"MSH,POC,CLIP,ACTH,NPP,LPH",ENSG00000115138,CLIP,HGNC
IL12B,"CLMF,IL-12B,NKSF,CLMF2",ENSG00000113302,CLMF,HGNC
IL12A,"CLMF,IL-12A,p35,NFSK",ENSG00000168811,CLMF,HGNC
COTL1,CLP,ENSG00000103187,CLP,HGNC
CALML3,CLP,ENSG00000178363,CLP,HGNC
CSRP3,"CLP,MLP,CMD1M",ENSG00000129170,CLP,HGNC
CLU,"SGP-2,SP-40,TRPM-2,KUB1,CLU1,CLU2",ENSG00000120885,CLU1,HGNC
CLUH,CLU1,ENSG00000132361,CLU1,HGNC
ZFP36L1,"RNF162B,Berg36,ERF1,TIS11B,cMG1",ENSG00000185650,CMG1,HGNC
IFT74,"CMG1,CMG-1,FLJ22621",ENSG00000096872,CMG1,HGNC
SCN5A,"Nav1.5,LQT3,HB1,HBBD,PFHB1,IVF,HB2,HH1,SSS1,CDCD2,CMPD2,ICCD",ENSG00000183873,CMPD2,HGNC
TNNT2,CMPD2,ENSG00000118194,CMPD2,HGNC
CNDP1,"MGC10825,CN1,CPGL2,HsT2308",ENSG00000150656,CN1,HGNC
NT5C1A,"CN-I,CN-IA,CN1A,CN1,MGC119199,MGC119201",ENSG00000116981,CN1,HGNC
CNIH2,"MGC50896,Cnil,CNIH-2",ENSG00000174871,CNIL,HGNC
CNIH1,"TGAM77,CNIL",ENSG00000100528,CNIL,HGNC
PCDHA@,CNR1,,CNR1,HGNC
PCDHA4,"CNR1,CRNR1,PCDH-ALPHA4,CNRN1",ENSG00000204967,CNR1,HGNC
C4A,"CPAMD2,C4S,CO4,C4,C4A3,C4A2,C4A4,C4A6,C4B,RG",ENSG00000244731,CO4,HGNC
C4B,"CPAMD3,C4F,CO4,C4B1,C4B3,CH",ENSG00000224389,CO4,HGNC
OPN1LW,COD5,ENSG00000102076,COD5,HGNC
OPN1MW,"OPN1MW1,COD5",ENSG00000268221,COD5,HGNC
COL6A4P2,COL6A4,ENSG00000228252,COL6A4,HGNC
COL6A4P1,"VWA6,DIVA,COL6A4,COL6A4P",ENSG00000230524,COL6A4,HGNC
NUPR1,"COM1,p8",ENSG00000176046,COM1,HGNC
RBBP8,"CtIP,RIM,COM1",ENSG00000101773,COM1,HGNC
LRTOMT,"COMT2,CFAP111,LRTOMT1,LRTOMT2",ENSG00000284922,COMT2,HGNC
TOMT,COMT2,ENSG00000284844,COMT2,HGNC
COQ8A,"COQ8,SCAR9",ENSG00000163050,COQ8,HGNC
COQ8B,"FLJ12229,COQ8",ENSG00000123815,COQ8,HGNC
PTGS1,"COX1,PGHS-1,PTGHS",ENSG00000095303,COX1,HGNC
MT-CO1,"COX1,COI",ENSG00000198804,COX1,HGNC
PTGS2,COX2,ENSG00000073756,COX2,HGNC
MT-CO2,"COX2,CO2",ENSG00000198712,COX2,HGNC
CFDP1,"BCNT,p97,CP27,SWC5,Yeti,CENP-29",ENSG00000153774,CP27,HGNC
CYP27A1,"CTX,CP27",ENSG00000135929,CP27,HGNC
PPP1R14D,"CPI17-like,FLJ20251,GBPI-1,MGC119014,MGC119016",ENSG00000166143,CPI17-LIKE,HGNC
PPP1R14C,"CPI17-like,NY-BR-81,KEPI",ENSG00000198729,CPI17-LIKE,HGNC
CPNE1,CPN1,ENSG00000214078,CPN1,HGNC
CYP11B1,"P450C11,FHI,CPN1",ENSG00000160882,CPN1,HGNC
CPNE2,CPN2,ENSG00000140848,CPN2,HGNC
CYP11B2,"CYP11BL,CPN2,P-450C18,P450aldo,ALDOS",ENSG00000179142,CPN2,HGNC
CYP21A2,"P450c21B,CA21H,CPS1,CAH1",ENSG00000231852,CPS1,HGNC
PM20D1,"FLJ32569,Cps1",ENSG00000162877,CPS1,HGNC
CPOX,"CPX,HCP",ENSG00000080819,CPX,HGNC
EBP,"CPX,CPXD,CHO2",ENSG00000147155,CPX,HGNC
EDARADD,CR,ENSG00000186197,CR,HGNC
CD55,"CR,TC,CROM",ENSG00000196352,CR,HGNC
CRIPTO,"CR,Cripto-1,CR-1",ENSG00000241186,CR,HGNC
MTMR11,CRA,ENSG00000014914,CRA,HGNC
LUC7L3,"LUC7A,CROP,OA48-18,CREAP-1,FLJ11063,CRA,hLuc7A",ENSG00000108848,CRA,HGNC
CRABP1,"CRABP,CRABP-I,CRABPI",ENSG00000166426,CRABP-I,HGNC
RBP1,"CRABP-I,CRBP1,CRBP,RBPC,CRBPI,CRBP-I,hCRBP1",ENSG00000114115,CRABP-I,HGNC
CRABP2,CRABP-II,ENSG00000143320,CRABP-II,HGNC
RBP2,"CRBP2,RBPC2,CRBPII,CRABP-II",ENSG00000114113,CRABP-II,HGNC
CRH,"CRF,CRH1",ENSG00000147571,CRF,HGNC
C1QL1,"CRF,C1QRF,C1QTNF14,CTRP14",ENSG00000131094,CRF,HGNC
CRNKL1,"CRN,CLF,SYF3,Clf1",ENSG00000101343,CRN,HGNC
CORIN,"PRSC,CRN,ATC2,Lrp4,TMPRSS10",ENSG00000145244,CRN,HGNC
CSRP2,"SmLIM,CRP2,LMO5",ENSG00000175183,CRP2,HGNC
CEBPB,"LAP,CRP2,NFIL6,IL6DBP,C/EBP-beta",ENSG00000172216,CRP2,HGNC
CRIP2,"CRP2,ESP1",ENSG00000182809,CRP2,HGNC
SLC6A8,"CRTR,CT1,CRT,CRT-1,CRT1",ENSG00000130821,CRT,HGNC
CALR,"RO,SSA,cC1qR,CRT,FLJ26680,CALR1",ENSG00000179218,CRT,HGNC
CALR3,"CRT2,FLJ25355,MGC26577,CT93",ENSG00000269058,CRT2,HGNC
SLC16A12,"MCT12,CRT2",ENSG00000152779,CRT2,HGNC
ITPRID2,"CS-1,SPAG13,KRAP,KIAA1927",ENSG00000138434,CS-1,HGNC
MYOZ2,"CS-1,FATZ-2",ENSG00000172399,CS-1,HGNC
CSH2,"hCS-B,CSB,CS-2",ENSG00000213218,CS-2,HGNC
MYOZ1,"FATZ,CS-2",ENSG00000177791,CS-2,HGNC
ERCC8,CSA,ENSG00000049167,CSA,HGNC
CSH1,"hCS-A,CSA,PL,CSMT,FLJ75407",ENSG00000136488,CSA,HGNC
ERCC6,"CSB,RAD26,ARMD5",ENSG00000225830,CSB,HGNC
CSH2,"hCS-B,CSB,CS-2",ENSG00000213218,CSB,HGNC
SMPX,"DFNX4,Chisel,Csl",ENSG00000091482,CSL,HGNC
CSHL1,"hCS-L,CSL,CS-5,MGC149868",ENSG00000204414,CSL,HGNC
CSRP1,"CSRP,D1S181E",ENSG00000159176,CSRP,HGNC
MED14,"EXLM1,CRSP150,TRAP170,RGR1,CSRP",ENSG00000180182,CSRP,HGNC
GAL3ST1,CST,ENSG00000128242,CST,HGNC
CST12P,"Cst,E2,Ctes4",ENSG00000226344,CST,HGNC
CASZ1,"FLJ20321,ZNF693,castor,cst,SRG",ENSG00000130940,CST,HGNC
SLC6A8,"CRTR,CT1,CRT,CRT-1,CRT1",ENSG00000130821,CT1,HGNC
CTF1,"CT-1,CT1",ENSG00000150281,CT1,HGNC
CCN5,"CT58,CTGF-L,WISP-2",ENSG00000064205,CT58,HGNC
NLRP4,"PYPAF4,FLJ32126,PAN2,RNH2,CLR19.5,CT58",ENSG00000160505,CT58,HGNC
TSPY3,CT78,ENSG00000228927,CT78,HGNC
TSPY1,CT78,ENSG00000258992,CT78,HGNC
KIF20B,"MPP1,KRMP1,CT90",ENSG00000138182,CT90,HGNC
MPHOSPH10,"MPP10,MPP10P,CT90,PPP1R106",ENSG00000124383,CT90,HGNC
CCDC174,"FLJ33839,ctr1",ENSG00000154781,CTR1,HGNC
SLC31A1,"hCTR1,CTR1",ENSG00000136868,CTR1,HGNC
BMPER,"Cv2,CRIM3",ENSG00000164619,CV2,HGNC
DPYSL5,"CRMP5,Ulip6,CRMP-5,CRAM,CV2",ENSG00000157851,CV2,HGNC
GJD3,"CX31.9,GJA11,Cx30.2",ENSG00000183153,CX30.2,HGNC
GJC3,"CX30.2,CX29",ENSG00000176402,CX30.2,HGNC
CYP2A7,CYP2A,ENSG00000198077,CYP2A,HGNC
CYP2A6,"CPA6,CYP2A",ENSG00000255974,CYP2A,HGNC
CYP2A13,"CPAD,CYP2A",ENSG00000197838,CYP2A,HGNC
PPIF,"hCyP3,Cyp-D,CypD",ENSG00000108179,CYPD,HGNC
PPID,"CYP-40,CypD",ENSG00000171497,CYPD,HGNC
CYP51A1,"CP51,CYPL1,P450L1,LDM,P450-14DM",ENSG00000001630,CYPL1,HGNC
PPIL1,CYPL1,ENSG00000137168,CYPL1,HGNC
FAM7A5,D-X,,D-X,HGNC
FAM7A4,D-X,,D-X,HGNC
ULK4P2,D-X,ENSG00000260128,D-X,HGNC
ULK4P1,D-X,ENSG00000261279,D-X,HGNC
ULK4P3,D-X,ENSG00000178081,D-X,HGNC
TPM2,"DA1,NEM4",ENSG00000198467,DA1,HGNC
IGHD4-11,"IGHD411,DA1",ENSG00000232543,DA1,HGNC
TNNT3,"AMCD2B,DA2B,FSSV,DKFZp779M2348",ENSG00000130595,DA2B,HGNC
TNNI2,"FSSV,DA2B,fsTnI",ENSG00000130598,DA2B,HGNC
DGKZ,"DAGK5,hDGKzeta,DGK-ZETA,DAGK6",ENSG00000149091,DAGK6,HGNC
DGKE,"DAGK6,DGK",ENSG00000153933,DAGK6,HGNC
PARN,DAN,ENSG00000140694,DAN,HGNC
NBL1,"D1S1733E,NB,DAN,NO3,DAND1",ENSG00000158747,DAN,HGNC
DNPEP,"DAP,ASPEP",ENSG00000123992,DAP,HGNC
IAPP,"AMYLIN,DAP,IAP",ENSG00000121351,DAP,HGNC
DLGAP4,"DAP4,KIAA0964,SAPAP4",ENSG00000080845,DAP4,HGNC
THAP12,"P52rIPK,DAP4,THAP0",ENSG00000137492,DAP4,HGNC
HSD17B4,"MFE-2,DBP,SDR8C1",ENSG00000133835,DBP,HGNC
GC,"DBP,VDBP,hDBP",ENSG00000145321,DBP,HGNC
MCF2L,"KIAA0362,DBS,OST,ARHGEF14",ENSG00000126217,DBS,HGNC
LRP2,"gp330,DBS",ENSG00000081479,DBS,HGNC
MOGAT3,"DC7,MGAT3,DGAT2L2",ENSG00000106384,DC7,HGNC
VPS29,"PEP11,DC7,DC15",ENSG00000111237,DC7,HGNC
CCR6,"CKR-L3,GPR-CY4,CMKBR6,GPR29,DRY-6,DCR2,BN-1,CD196",ENSG00000112486,DCR2,HGNC
TNFRSF10D,"DcR2,TRUNDD,TRAILR4,CD264",ENSG00000173530,DCR2,HGNC
PCA3,"DD3,NCRNA00019,PCAT3,PRUNE2-AS1",ENSG00000225937,DD3,HGNC
AKR1A1,"ALR,DD3",ENSG00000117448,DD3,HGNC
DEFB111,DEFB-11,,DEFB-11,HGNC
DEFB110,"DEFB-10,DEFB-11,DEFB111",ENSG00000203970,DEFB-11,HGNC
YY1,"NF-E1,DELTA,UCRBP,YIN-YANG-1,INO80S",ENSG00000100811,DELTA,HGNC
PSMB6,"Y,DELTA",ENSG00000142507,DELTA,HGNC
DGUOK,dGK,ENSG00000114956,DGK,HGNC
DGKE,"DAGK6,DGK",ENSG00000153933,DGK,HGNC
DGKB,"KIAA0718,DGK,DGK-BETA",ENSG00000136267,DGK,HGNC
DIAPH2,"POF,DIA,POF2,DIA2",ENSG00000147202,DIA,HGNC
LIF,"CDF,DIA,HILDA",ENSG00000128342,DIA,HGNC
TSC22D3,"DIP,GILZ,TSC-22R,hDIP",ENSG00000157514,DIP,HGNC
GRAMD4,"KIAA0767,DIP",ENSG00000075240,DIP,HGNC
NCKIPSD,"AF3P21,SPIN90,ORF1,WISH,WASLBP,DIP1",ENSG00000213672,DIP1,HGNC
CCNDBP1,"DIP1,GCIP,HHM",ENSG00000166946,DIP1,HGNC
DIP2A,"Dip2,KIAA0184",ENSG00000160305,DIP2,HGNC
WDR3,"FLJ12796,UTP12,DIP2",ENSG00000065183,DIP2,HGNC
BCL2L10,"Diva,Boo,BCL-B",ENSG00000137875,DIVA,HGNC
COL6A4P1,"VWA6,DIVA,COL6A4,COL6A4P",ENSG00000230524,DIVA,HGNC
CFTR,"MRP7,ABC35,TNR-CFTR,dJ760C5.1,CFTR/MRP",ENSG00000001626,DJ760C5.1,HGNC
CFTRP1,dJ760C5.1,ENSG00000228593,DJ760C5.1,HGNC
DOLK,"KIAA1094,DK1",ENSG00000175283,DK1,HGNC
IGHD5-12,"IGHD512,DK1",ENSG00000211921,DK1,HGNC
SPATA31A1,"DKFZP434B204,C9orf36A",ENSG00000204849,DKFZP434B204,HGNC
SPATA31A3,"OTTHUMG00000013164,DKFZp434B204",ENSG00000275969,DKFZP434B204,HGNC
ATP6V1G1,"ATP6GL,Vma10,ATP6G,DKFZp547P234",ENSG00000136888,DKFZP547P234,HGNC
TMEM268,"DKFZp547P234,FLJ38045",ENSG00000157693,DKFZP547P234,HGNC
DLEC1,"DLC1,CFAP81,FAP81",ENSG00000008226,DLC1,HGNC
DYNLL1,"hdlc1,DLC1,PIN,LC8,DLC8",ENSG00000088986,DLC1,HGNC
DYNLL2,"MGC17810,Dlc2,DNCL1B,RSPH22",ENSG00000264364,DLC2,HGNC
STARD13,"GT650,DLC2,ARHGAP37",ENSG00000133121,DLC2,HGNC
DYM,"FLJ20071,DMC,SMC",ENSG00000141627,DMC,HGNC
CXCL17,"Dcip1,UNQ473,DMC,VCC1",ENSG00000189377,DMC,HGNC
DMRT1,"DMT1,CT154",ENSG00000137090,DMT1,HGNC
SLC11A2,"DCT1,DMT1,DMT-1,FLJ37416",ENSG00000110911,DMT1,HGNC
DNAJA2,"HIRIP4,DNAJ,CPR3,DNJ3",ENSG00000069345,DNAJ,HGNC
DNAJC14,"DNAJ,DRIP78,HDJ3,LIP6,FLJ32792",ENSG00000135392,DNAJ,HGNC
CDK2AP1,"DORC1,doc-1,DOC1,ST19,p12DOC-1",ENSG00000111328,DOC-1,HGNC
FILIP1L,"DOC-1,GIP130",ENSG00000168386,DOC-1,HGNC
