,NCBI_ID,gene_symbol,aliases,HGNC_ID,ENSG_ID,collision_symbol,source
4413,5594,MAPK1,ERK|ERK-2|ERK2|ERT1|MAPK2|NS13|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK,6871,ENSG00000100030,ERK,NCBI
4978,6300,MAPK12,ERK-6|ERK3|ERK6|MAPK 12|P38GAMMA|PRKM12|SAPK-3|SAPK3,6874,ENSG00000188130,ERK3,NCBI
4416,5597,MAPK6,ERK3|HsT17250|PRKM6|p97MAPK,6879,ENSG00000069956,ERK3,NCBI
4415,5596,MAPK4,ERK-4|ERK4|PRKM4|p63-MAPK|p63MAPK,6878,ENSG00000141639,ERK4,NCBI
4417,5598,MAPK7,BMK1|ERK4|ERK5|PRKM7,6880,ENSG00000166484,ERK4,NCBI
21167,286151,FBXO43,EMI2|ERP1|FBX43|OOMD12|OZEMA12|SPGF64,28521,ENSG00000156509,ERP1,NCBI
13674,57573,ZNF471,ERP1|Z1971|Zfp78,23226,ENSG00000196263,ERP1,NCBI
1006,1240,CMKLR1,CHEMERINR|ChemR23|DEZ|ERV1|RVER1,2121,ENSG00000174600,ERV1,NCBI
2150,2671,GFER,ALR|ERV1|HERV1|HPO|HPO1|HPO2|HSS|MMCHD|MPMCD,4236,ENSG00000127554,ERV1,NCBI
1671,2086,ERV3-1,ERV-R|ERV3|ERVR|HERV-R|HERVR|envR,3454,ENSG00000213462,ERVR,NCBI
1184,1462,VCAN,CSPG2|ERVR|GHAP|PG-M|WGN|WGN1,2464,ENSG00000038427,ERVR,NCBI
2369,2923,PDIA3,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,4606,ENSG00000167004,ERp60,NCBI
19461,171423,PDIA3P1,ERp60|GRP58P|PDIA3P,4607,,ERp60,NCBI
4285,5444,PON1,ESA|MVCD5|PON,9204,ENSG00000005421,ESA,NCBI
3278,4072,EPCAM,Ber-Ep4|BerEp4|DIAR5|EGP-2|EGP314|EGP40|ESA|HNPCC8|KS1/4|KSA|LYNCH8|M4S1|MIC18|MK-1|MOC-31|TACSTD1|TROP1,11529,ENSG00000119888,ESA,NCBI
1865,2319,FLOT2,ECS-1|ECS1|ESA|ESA1|M17S1,3758,ENSG00000132589,ESA,NCBI
8232,10524,KAT5,ESA1|HTATIP|HTATIP1|NEDFASB|PLIP|TIP|TIP60|ZC2HC5|cPLA2,5275,ENSG00000172977,ESA1,NCBI
1865,2319,FLOT2,ECS-1|ECS1|ESA|ESA1|M17S1,3758,ENSG00000132589,ESA1,NCBI
6919,8910,SGCE,DYT11|ESG|epsilon-SG,10808,ENSG00000127990,ESG,NCBI
5662,7089,TLE2,ESG|ESG2|GRG2,11838,ENSG00000065717,ESG,NCBI
5664,7091,TLE4,BCE-1|BCE1|E(spI)|E(spl)|ESG|ESG4|GRG4|Grg-4,11840,ENSG00000106829,ESG,NCBI
5661,7088,TLE1,ESG|ESG1|GRG1|TLE-1,11837,ENSG00000196781,ESG,NCBI
5663,7090,TLE3,ESG|ESG3|GRG3|HsT18976,11839,ENSG00000140332,ESG,NCBI
5661,7088,TLE1,ESG|ESG1|GRG1|TLE-1,11837,ENSG00000196781,ESG1,NCBI
21680,340168,DPPA5,ESG1,19201,ENSG00000203909,ESG1,NCBI
17064,114799,ESCO1,A930014I12Rik|CTF|ECO1|EFO1|ESO1,24645,ENSG00000141446,ESO1,NCBI
1207,1485,CTAG1B,CT6.1|CTAG|CTAG1|ESO1|LAGE-2|LAGE2B|NY-ESO-1,2491,ENSG00000184033,ESO1,NCBI
20080,246100,CTAG1A,CT6.1|ESO1|LAGE-2|LAGE2A|NY-ESO-1,24198,ENSG00000268651,ESO1,NCBI
18666,148713,PTPRVP,ESP|OST-PTP|PTPRV,13421,ENSG00000293457,ESP,NCBI
20124,246777,SPESP1,ESP|SP-ESP,15570,ENSG00000258484,ESP,NCBI
8573,10942,PRSS21,ESP-1|ESP1|TEST1|TESTISIN,9485,ENSG00000007038,ESP1,NCBI
142,166,TLE5,AES|AES-1|AES-2|ESP1|GRG|GRG5|Grg-5,307,ENSG00000104964,ESP1,NCBI
7520,9700,ESPL1,ESP1|SEPA,16856,ENSG00000135476,ESP1,NCBI
1131,1397,CRIP2,CRIP|CRP2|ESP1,2361,ENSG00000182809,ESP1,NCBI
5397,6783,SULT1E1,EST|EST-1|ST1E1|STE,11377,ENSG00000109193,EST,NCBI
1071,1326,MAP3K8,AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT,6860,ENSG00000107968,EST,NCBI
4609,5833,PCYT2,ET|SPG82,8756,ENSG00000185813,ET,NCBI
14534,79157,MFSD11,ET,25458,ENSG00000092931,ET,NCBI
1635,2042,EPHA3,EK4|ETK|ETK1|HEK|HEK4|TYRO4,3387,ENSG00000044524,ETK,NCBI
540,660,BMX,ETK|PSCTK2|PSCTK3,1079,ENSG00000102010,ETK,NCBI
7129,9211,LGI1,ADLTE|ADPAEF|ADPEAF|EPITEMPIN|EPT|ETL1|IB1099,6572,ENSG00000108231,ETL1,NCBI
13322,56916,SMARCAD1,ADERM|BASNS|ETL1|HEL1|HRZ|TYS,18398,ENSG00000163104,ETL1,NCBI
4067,5172,SLC26A4,DFNB4|EVA|PDS|TDH2B,8818,ENSG00000091137,EVA,NCBI
7960,10205,MPZL2,DFNB111|EVA|EVA1,3496,ENSG00000149573,EVA,NCBI
6430,8322,FZD4,CD344|EVR1|FEVR|FZD4S|Fz-4|Fz4|FzE4|GPCR|hFz4,4042,ENSG00000174804,EVR1,NCBI
3249,4041,LRP5,BMND1|EVR1|EVR4|HBM|LR3|LRP-5|LRP-7|LRP7|OPPG|OPS|OPTA1|PCLD4|VBCH2,6697,ENSG00000162337,EVR1,NCBI
1687,2113,ETS1,ETS-1|EWSR2|c-ets-1|p54,3488,ENSG00000134954,EWSR2,NCBI
1859,2313,FLI1,BDPLT21|EWSR2|FLI-1|SIC-1,3749,ENSG00000151702,EWSR2,NCBI
15572,83541,FAM110A,C20orf55|F10|bA371L19.3,16188,ENSG00000125898,F10,NCBI
13008,55795,PCID2,F10,25653,ENSG00000126226,F10,NCBI
25721,641702,FAM138F,F379,33581,ENSG00000282591,F379,NCBI
28687,100124412,FAM138E,F379,32335,ENSG00000248893,F379,NCBI
27180,654412,FAM138B,F379|bA395L14.6,33582,ENSG00000226516,F379,NCBI
26438,645520,FAM138A,F379|FAM138F,32334,ENSG00000237613,F379,NCBI
27203,654835,FAM138C,F379,32333,ENSG00000218839,F379,NCBI
27243,677784,FAM138D,F379,33583,ENSG00000249054,F379,NCBI
16505,90411,MCFD2,F5F8D|F5F8D2|LMAN1IP|SDNSF,18451,ENSG00000180398,F5F8D,NCBI
3222,3998,LMAN1,ERGIC-53|ERGIC53|F5F8D|FMFD1|MCFD1|MR60|gp58,6631,ENSG00000074695,F5F8D,NCBI
1737,2175,FANCA,FA|FA-H|FA1|FAA|FACA|FAH|FANCH,3582,ENSG00000187741,FA,NCBI
1925,2395,FXN,CyaY|FA|FARR|FRDA|X25,3951,ENSG00000165060,FA,NCBI
3777,4809,SNU13,15.5K|FA-1|FA1|NHP2L1|NHPX|OTK27|SNRNP15-5|SPAG12|SSFA1,7819,ENSG00000100138,FA1,NCBI
1737,2175,FANCA,FA|FA-H|FA1|FAA|FACA|FAH|FANCH,3582,ENSG00000187741,FA1,NCBI
6813,8788,DLK1,DLK|DLK-1|Delta1|FA1|PREF1|Pref-1|ZOG|pG2,2907,ENSG00000185559,FA1,NCBI
22496,378708,CENPS,APITD1|CENP-S|FAAP16|MHF1,23163,ENSG00000175279,FAAP16,NCBI
36324,100526739,CENPS-CORT,APITD1|APITD1-CORT|CENP-S|CENPS|FAAP16|MHF1,38843,ENSG00000251503,FAAP16,NCBI
554,675,BRCA2,BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11,1101,ENSG00000139618,FACD,NCBI
1739,2177,FANCD2,FA-D2|FA4|FACD|FAD|FAD2|FANCD,3585,ENSG00000144554,FACD,NCBI
14484,79071,ELOVL6,FACE|FAE|LCE|hELO2,15829,ENSG00000170522,FACE,NCBI
1740,2178,FANCE,FACE|FAE,3586,ENSG00000112039,FACE,NCBI
4469,5663,PSEN1,ACNINV3|AD3|FAD|PS-1|PS1|PSNL1|S182,9508,ENSG00000080815,FAD,NCBI
1739,2177,FANCD2,FA-D2|FA4|FACD|FAD|FAD2|FANCD,3585,ENSG00000144554,FAD,NCBI
554,675,BRCA2,BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11,1101,ENSG00000139618,FAD,NCBI
15142,80308,FLAD1,FAD1|FADS|LSMFLAD|PP591,24671,ENSG00000160688,FAD1,NCBI
554,675,BRCA2,BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11,1101,ENSG00000139618,FAD1,NCBI
15142,80308,FLAD1,FAD1|FADS|LSMFLAD|PP591,24671,ENSG00000160688,FADS,NCBI
4665,5913,RAPSN,CMS11|CMS4C|FADS|FADS2|RAPSYN|RNF205,9863,ENSG00000165917,FADS,NCBI
3603,4593,MUSK,CMS9|FADS|FADS1,7525,ENSG00000030304,FADS,NCBI
3874,4927,NUP88,FADS4,8067,ENSG00000108559,FADS4,NCBI
14976,79966,SCD5,ACOD4|DFNA79|FADS4|HSCD5|SCD2|SCD4,21088,ENSG00000145284,FADS4,NCBI
14484,79071,ELOVL6,FACE|FAE|LCE|hELO2,15829,ENSG00000170522,FAE,NCBI
1740,2178,FANCE,FACE|FAE,3586,ENSG00000112039,FAE,NCBI
6388,8239,USP9X,DFFRX|FAF|FAF-X|FAM|MRX99|MRXS99F|XLID99|hFAM,12632,ENSG00000124486,FAF,NCBI
1748,2188,FANCF,FAF,3587,ENSG00000183161,FAF,NCBI
190,224,ALDH3A2,ALDH10|FALDH|SLS,403,ENSG00000072210,FALDH,NCBI
108,128,ADH5,ADH-3|ADHX|AMEDS|BMFS7|FALDH|FDH|GSH-FDH|GSNOR|HEL-S-60p,253,ENSG00000197894,FALDH,NCBI
5381,6767,ST13,AAG2|FAM10A1|FAM10A4|HIP|HOP|HSPABP|HSPABP1|P48|PRO0786|SNC6,11343,ENSG00000100380,FAM10A4,NCBI
18435,145165,ST13P4,FAM10A4|FAM10A4P,18487,,FAM10A4,NCBI
19652,201158,TVP23C,FAM18B2,30453,ENSG00000175106,FAM18B2,NCBI
36450,100533496,TVP23C-CDRT4,FAM18B2|FAM18B2-CDRT4|TVP23C,42961,ENSG00000259024,FAM18B2,NCBI
22691,387680,WASHC2A,FAM21A|FAM21B|bA56A21.1|bA98I6.1,23416,ENSG00000099290,FAM21A,NCBI
20176,253725,WASHC2C,FAM21A|FAM21C|VPEF,23414,ENSG00000172661,FAM21A,NCBI
30457,100133093,FAM25G,FAM25A|FAM25B|FAM25C|bA301J7.4,23590,ENSG00000189090,FAM25A,NCBI
30413,100132929,FAM25BP,FAM25A|FAM25B|FAM25C|FAM25G,23584,,FAM25A,NCBI
30457,100133093,FAM25G,FAM25A|FAM25B|FAM25C|bA301J7.4,23590,ENSG00000189090,FAM25B,NCBI
30413,100132929,FAM25BP,FAM25A|FAM25B|FAM25C|FAM25G,23584,,FAM25B,NCBI
30457,100133093,FAM25G,FAM25A|FAM25B|FAM25C|bA301J7.4,23590,ENSG00000189090,FAM25C,NCBI
30413,100132929,FAM25BP,FAM25A|FAM25B|FAM25C|FAM25G,23584,,FAM25C,NCBI
19693,201965,RWDD4,FAM28A|RWDD4A,23750,ENSG00000182552,FAM28A,NCBI
26809,647009,RWDD4P2,FAM28A|FAM28CP|RWDD4|RWDD4A,23754,,FAM28A,NCBI
29678,100130302,SUPT20HL1,FAM48B1|SPT20L,30773,ENSG00000223731,FAM48B1,NCBI
19358,170067,SUPT20HL2,FAM48B1|FAM48B2,31797,ENSG00000223611,FAM48B1,NCBI
23015,389762,SPATA31D3,FAM75D3,38603,ENSG00000186788,FAM75D3,NCBI
23014,389761,SPATA31D4,FAM75D3|FAM75D4|SPATA31D3,38601,ENSG00000189357,FAM75D3,NCBI
27865,728746,FAM90A17,FAM90A16P|FAM90A17P,32265,ENSG00000285720,FAM90A16P,NCBI
24837,441323,FAM90A16,FAM90A16P|FAM90A17P,32264,ENSG00000285620,FAM90A16P,NCBI
27865,728746,FAM90A17,FAM90A16P|FAM90A17P,32265,ENSG00000285720,FAM90A17P,NCBI
24837,441323,FAM90A16,FAM90A16P|FAM90A17P,32264,ENSG00000285620,FAM90A17P,NCBI
24839,441326,FAM90A18,FAM90A18P|FAM90A19P,32266,ENSG00000285913,FAM90A18P,NCBI
27869,728753,FAM90A19,FAM90A18P|FAM90A19P,32267,ENSG00000285657,FAM90A18P,NCBI
24839,441326,FAM90A18,FAM90A18P|FAM90A19P,32266,ENSG00000285913,FAM90A19P,NCBI
27869,728753,FAM90A19,FAM90A18P|FAM90A19P,32267,ENSG00000285657,FAM90A19P,NCBI
12616,55195,CCDC198,C14orf105|FAME,20189,ENSG00000100557,FAME,NCBI
13316,56910,STARD7,ADCME|BAFME2|FAME|FAME2|FCMTE2|GTT1,18063,ENSG00000084090,FAME,NCBI
23989,401474,SAMD12,BAFME|BAFME1|FAME|FAME1|FCMTE1|MEBA,31750,ENSG00000177570,FAME,NCBI
13316,56910,STARD7,ADCME|BAFME2|FAME|FAME2|FCMTE2|GTT1,18063,ENSG00000084090,FAME2,NCBI
127,151,ADRA2B,ADRA2L1|ADRA2RL1|ADRARL1|ALPHA2BAR|FAME2|alpha-2BAR,282,ENSG00000274286,FAME2,NCBI
21924,344875,COL6A4P1,COL6A4|COL6A4P|DIVA|DVWA|FAME3|VWA6,33484,ENSG00000291281,FAME3,NCBI
8047,10299,MARCHF6,DOA10|FAME3|FCMTE3|MARCH-VI|MARCH6|RNF176|TEB4,30550,ENSG00000145495,FAME3,NCBI
6527,8439,NSMAF,FAN|GRAMD5,8017,ENSG00000035681,FAN,NCBI
8677,11064,CNTRL,CEP1|CEP110|FAN|bA165P4.1,1858,ENSG00000119397,FAN,NCBI
1739,2177,FANCD2,FA-D2|FA4|FACD|FAD|FAD2|FANCD,3585,ENSG00000144554,FANCD,NCBI
554,675,BRCA2,BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11,1101,ENSG00000139618,FANCD,NCBI
872,1056,CEL,BAL|BSDL|BSSL|CELL|CEase|FAP|FAPP|LIPA|MODY8,1848,ENSG00000170835,FAP,NCBI
8743,11146,GLMN,FAP|FAP48|FAP68|FKBPAP|GLML|GVM|VMGLOM,14373,ENSG00000174842,FAP,NCBI
11454,51054,PLEKHA8P1,FAPP-2|FAPP2|PLEKHA8|PLEKHA9|hFAPP2,30222,ENSG00000293316,FAPP2,NCBI
16094,84725,PLEKHA8,FAPP2,30037,ENSG00000106086,FAPP2,NCBI
38751,100996301,FOXD3-AS1,FAST|pasFOXD3,40241,ENSG00000230798,FAST,NCBI
8557,10922,FASTK,FAST,24676,ENSG00000164896,FAST,NCBI
777,948,CD36,BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3,1663,ENSG00000135218,FAT,NCBI
1754,2195,FAT1,CDHF7|CDHR8|FAT|ME5|hFat1,3595,ENSG00000083857,FAT,NCBI
10306,27109,DMAC2L,ATP5S|ATPW|FB|HSU79253,18799,ENSG00000125375,FB,NCBI
511,629,CFB,AHUS4|ARMD14|BF|BFD|CFAB|CFBD|FB|FBI12|GBG|H2-Bf|PBF2,1037,ENSG00000243649,FB,NCBI
12554,55122,AKIRIN2,C6orf166|FBI1|dJ486L4.2,21407,ENSG00000135334,FBI1,NCBI
11692,51341,ZBTB7A,FBI-1|FBI1|LRF|MNDLFH|TIP21|ZBTB7|ZNF857A|pokemon,18078,ENSG00000178951,FBI1,NCBI
9699,25827,FBXL2,FBL2|FBL3,13598,ENSG00000153558,FBL3,NCBI
9947,26224,FBXL3,FBL3|FBL3A|FBXL3A|IDDSFAS,13599,ENSG00000005812,FBL3,NCBI
9957,26234,FBXL5,FBL4|FBL5|FLR1,13602,ENSG00000118564,FBL4,NCBI
9958,26235,FBXL4,FBL4|FBL5|MTDPS13,13601,ENSG00000112234,FBL4,NCBI
9957,26234,FBXL5,FBL4|FBL5|FLR1,13602,ENSG00000118564,FBL5,NCBI
9958,26235,FBXL4,FBL4|FBL5|MTDPS13,13601,ENSG00000112234,FBL5,NCBI
9956,26233,FBXL6,FBL6|FBL6A|PP14630,13603,ENSG00000182325,FBL6,NCBI
9204,23194,FBXL7,FBL6|FBL7,13604,ENSG00000183580,FBL6,NCBI
9204,23194,FBXL7,FBL6|FBL7,13604,ENSG00000183580,FBL7,NCBI
9043,22992,KDM2A,CXXC8|FBL11|FBL7|FBXL11|JHDM1A|LILINA,13606,ENSG00000173120,FBL7,NCBI
1884,2350,FOLR2,BETA-HFR|FBP|FBP/PL-1|FOLR1|FR-BETA|FR-P3|FRbeta,3793,ENSG00000165457,FBP,NCBI
11808,51552,RAB14,FBP|RAB-14,16524,ENSG00000119396,FBP,NCBI
6296,8056,ECB2,FBP,,,FBP,NCBI
1761,2203,FBP1,FBP,3606,ENSG00000165140,FBP,NCBI
6894,8880,FUBP1,FBP|FUBP|hDH V,4004,ENSG00000162613,FBP,NCBI
1883,2348,FOLR1,FBP|FOLR|FRalpha|NCFTD,3791,ENSG00000110195,FBP,NCBI
14189,64430,PCNX4,C14orf135|FBP2|PCNXL4,20349,ENSG00000126773,FBP2,NCBI
6642,8570,KHSRP,FBP2|FUBP2|KSRP|p75,6316,ENSG00000088247,FBP2,NCBI
7914,10151,HNRNPA3P1,D10S102|FBRNP|HNRPA3|HNRPA3P1,13729,,FBRNP,NCBI
19918,220988,HNRNPA3,2610510D13Rik|D10S102|FBRNP|HNRPA3,24941,ENSG00000170144,FBRNP,NCBI
9983,26269,FBXO8,DC10|FBS|FBX8,13587,ENSG00000164117,FBS,NCBI
14144,64319,FBRS,FBS|FBS1,20442,ENSG00000156860,FBS,NCBI
12703,55294,FBXW7,AGO|CDC4|DEDHIL|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4,16712,ENSG00000109670,FBW6,NCBI
9975,26259,FBXW8,FBW6|FBW8|FBX29|FBXO29|FBXW6,13597,ENSG00000174989,FBW6,NCBI
16811,93611,FBXO44,FBG3|FBX30|FBX6A|Fbx44|Fbxo6a,24847,ENSG00000132879,FBX30,NCBI
12703,55294,FBXW7,AGO|CDC4|DEDHIL|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4,16712,ENSG00000109670,FBX30,NCBI
12703,55294,FBXW7,AGO|CDC4|DEDHIL|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4,16712,ENSG00000109670,FBXW6,NCBI
9975,26259,FBXW8,FBW6|FBW8|FBX29|FBXO29|FBXW6,13597,ENSG00000174989,FBXW6,NCBI
946,1144,CHRND,ACHRD|CMS2A|CMS3A|CMS3B|CMS3C|FCCMS|SCCMS,1965,ENSG00000135902,FCCMS,NCBI
947,1145,CHRNE,ACHRE|CMS1A1|CMS1D|CMS1E|CMS2A|CMS4A|CMS4B|CMS4C|FCCMS|FIM1|FIMG|FIMG1|MGI|SCCMS,1966,ENSG00000108556,FCCMS,NCBI
936,1134,CHRNA1,ACHRA|ACHRD|CHRNA|CMS1A|CMS1B|CMS2A|FCCMS|SCCMS,1955,ENSG00000138435,FCCMS,NCBI
1768,2210,FCGR1BP,CD34|CD64b|FCG1|FCGR1|FCGR1B|FcRI|FcgammaRIa|IGFR1|IGFRB,3614,ENSG00000291135,FCG1,NCBI
1767,2209,FCGR1A,CD64|CD64A|FCG1|FCGR1|FCRI|FcgammaRI|IGFR1,3613,ENSG00000150337,FCG1,NCBI
1770,2213,FCGR2B,CD32|CD32B|FCG2|FCGR2|FCGR2C|FcGRIIB|FcRII-c|FcgammaRIIb|IGFR2,3618,ENSG00000072694,FCG2,NCBI
7046,9103,FCGR2C,CD32|CD32C|CDW32|FCG2|FCRIIC|FcgammaRIIc|IGFR2,15626,,FCG2,NCBI
1769,2212,FCGR2A,CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|FcgammaRIIa|IGFR2,3616,ENSG00000143226,FCG2,NCBI
1772,2215,FCGR3B,CD16|CD16-I|CD16A|CD16b|FCG3|FCGR3|FCGR3A|FCR-10|FCRIII|FCRIIIb,3620,ENSG00000162747,FCG3,NCBI
1771,2214,FCGR3A,CD16|CD16-II|CD16A|FCG3|FCGR3|FCGRIII|FCR-10|FCRIII|FCRIIIA|FcGRIIIA|IGFR3|IMD20,3619,ENSG00000203747,FCG3,NCBI
1767,2209,FCGR1A,CD64|CD64A|FCG1|FCGR1|FCRI|FcgammaRI|IGFR1,3613,ENSG00000150337,FCGR1,NCBI
1768,2210,FCGR1BP,CD34|CD64b|FCG1|FCGR1|FCGR1B|FcRI|FcgammaRIa|IGFR1|IGFRB,3614,ENSG00000291135,FCGR1,NCBI
1769,2212,FCGR2A,CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|FcgammaRIIa|IGFR2,3616,ENSG00000143226,FCGR2,NCBI
1770,2213,FCGR2B,CD32|CD32B|FCG2|FCGR2|FCGR2C|FcGRIIB|FcRII-c|FcgammaRIIb|IGFR2,3618,ENSG00000072694,FCGR2,NCBI
1771,2214,FCGR3A,CD16|CD16-II|CD16A|FCG3|FCGR3|FCGRIII|FCR-10|FCRIII|FCRIIIA|FcGRIIIA|IGFR3|IMD20,3619,ENSG00000203747,FCGR3,NCBI
1772,2215,FCGR3B,CD16|CD16-I|CD16A|CD16b|FCG3|FCGR3|FCGR3A|FCR-10|FCRIII|FCRIIIb,3620,ENSG00000162747,FCGR3,NCBI
283,338,APOB,FCHL2|FLDB|LDLCQ4|apoB-100|apoB-48,603,ENSG00000084674,FCHL2,NCBI
10665,28515,HYPLIP2,FCHL2,,,FCHL2,NCBI
6249,7954,HBFQTL2,FCP|HPFH,,,FCP,NCBI
1778,2221,FCP1,FCP|FCPX|HBFQTL3,,,FCP,NCBI
1772,2215,FCGR3B,CD16|CD16-I|CD16A|CD16b|FCG3|FCGR3|FCGR3A|FCR-10|FCRIII|FCRIIIb,3620,ENSG00000162747,FCR-10,NCBI
1771,2214,FCGR3A,CD16|CD16-II|CD16A|FCG3|FCGR3|FCGRIII|FCR-10|FCRIII|FCRIIIA|FcGRIIIA|IGFR3|IMD20,3619,ENSG00000203747,FCR-10,NCBI
1771,2214,FCGR3A,CD16|CD16-II|CD16A|FCG3|FCGR3|FCGRIII|FCR-10|FCRIII|FCRIIIA|FcGRIIIA|IGFR3|IMD20,3619,ENSG00000203747,FCRIII,NCBI
1772,2215,FCGR3B,CD16|CD16-I|CD16A|CD16b|FCG3|FCGR3|FCGR3A|FCR-10|FCRIII|FCRIIIb,3620,ENSG00000162747,FCRIII,NCBI
2034,2526,FUT4,CD15|ELFT|FCT3A|FUC-TIV|FUTIV|LeX|SSEA-1,4015,ENSG00000196371,FCT3A,NCBI
2036,2528,FUT6,FCT3A|FT1A|Fuc-TVI|FucT-VI,4017,ENSG00000156413,FCT3A,NCBI
8488,10840,ALDH1L1,10-FTHFDH|10-fTHF|FDH|FTHFD,3978,ENSG00000144908,FDH,NCBI
108,128,ADH5,ADH-3|ADHX|AMEDS|BMFS7|FALDH|FDH|GSH-FDH|GSNOR|HEL-S-60p,253,ENSG00000197894,FDH,NCBI
2399,2960,GTF2E1,FE|TF2E1|TFIIE-A,4650,ENSG00000153767,FE,NCBI
2400,2961,GTF2E2,FE|TF2E2|TFIIE-B|TTD6,4651,ENSG00000197265,FE,NCBI
5006,6335,SCN9A,ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP,10597,ENSG00000169432,FEB3B,NCBI
59796,120325367,GEFSP7,FEB3B,,,FEB3B,NCBI
3688,4693,NDP,EVR2|FEVR|ND,7678,ENSG00000124479,FEVR,NCBI
6430,8322,FZD4,CD344|EVR1|FEVR|FZD4S|Fz-4|Fz4|FzE4|GPCR|hFz4,4042,ENSG00000174804,FEVR,NCBI
12520,55079,FEZF2,FEZ|FEZL|FKSG36|TOF|ZFP312|ZNF312,13506,ENSG00000153266,FEZ,NCBI
22978,389549,FEZF1,FEZ|HH22|ZNF312B,22788,ENSG00000128610,FEZ,NCBI
13205,56246,MRAP,B27|C21orf61|FALP|FGD2|GCCD2|MRAP1,1304,ENSG00000170262,FGD2,NCBI
25651,619477,GCCD3,FGD2|FGD3|GCCD2,,,FGD2,NCBI
1810,2258,FGF13,DEE90|FGF-13|FGF2|FHF-2|FHF2|LINC00889|XLID110,3670,ENSG00000129682,FGF-13,NCBI
6845,8822,FGF17,FGF-13|FGF-17|HH20,3673,ENSG00000158815,FGF-13,NCBI
3187,3949,LDLR,FH|FHC|FHCL1|LDLCQ2,6547,ENSG00000130164,FH,NCBI
2503,3075,CFH,AHUS1|AMBP1|ARMD4|ARMS1|CFHL3|FH|FHL1|HF|HF1|HF2|HUS,4883,ENSG00000000971,FH,NCBI
3616,4607,MYBPC3,CMD1MM|CMH4|FHC|LVNC10|MYBP-C|cMyBP-C,7551,ENSG00000134571,FHC,NCBI
3187,3949,LDLR,FH|FHC|FHCL1|LDLCQ2,6547,ENSG00000130164,FHC,NCBI
2008,2495,FTH1,FHC|FTH|FTHL6|HFE5|NBIA9|PIG15|PLIF,3976,ENSG00000167996,FHC,NCBI
1823,2273,FHL1,FCMSU|FHL-1|FHL1A|FHL1B|FLH1A|KYOT|RBMX1A|RBMX1B|SLIM|SLIM-1|SLIM1|SLIMMER|XMPMA,3702,ENSG00000022267,FHL-1,NCBI
2505,3078,CFHR1,CFHL|CFHL1|CFHL1P|CFHR1P|FHL-1|FHR-1|FHR1|H36|H36-1|H36-2|HFL1|HFL2,4888,ENSG00000244414,FHL-1,NCBI
10397,27259,HPLH1,FHL1|HLH1,,,FHL1,NCBI
2503,3075,CFH,AHUS1|AMBP1|ARMD4|ARMS1|CFHL3|FH|FHL1|HF|HF1|HF2|HUS,4883,ENSG00000000971,FHL1,NCBI
4996,6323,SCN1A,DEE6|DEE6A|DEE6B|DRVT|EIEE6|FEB3|FEB3A|FHM3|GEFSP2|HBSCI|NAC1|Nav1.1|SCN1|SMEI,10585,ENSG00000144285,FHM3,NCBI
21276,317773,MGR6,FHM3|MGR,,,FHM3,NCBI
8680,11067,DEPP1,C10orf10|DEPP|FIG|Fseg,23355,ENSG00000165507,FIG,NCBI
13451,57120,GOPC,CAL|FIG|GOPC1|PIST|dJ94G16.2,17643,ENSG00000047932,FIG,NCBI
4538,5741,PTH,FIH1|PTH1,9606,ENSG00000152266,FIH1,NCBI
12896,55662,HIF1AN,FIH1,17113,ENSG00000166135,FIH1,NCBI
10054,26525,IL36RN,FIL1|FIL1(DELTA)|FIL1D|IL-36Ra|IL1F5|IL1HY1|IL1L1|IL1RP3|IL36RA|PSORP|PSORS14,15561,ENSG00000136695,FIL1,NCBI
10349,27178,IL37,FIL1|FIL1(ZETA)|FIL1Z|IL-1F7|IL-1H|IL-1H4|IL-1RP1|IL-23|IL-37|IL1F7|IL1H4|IL1RP1,15563,ENSG00000125571,FIL1,NCBI
10348,27177,IL36B,FIL1|FIL1-(ETA)|FIL1H|FILI-(ETA)|IL-1F8|IL-1H2|IL1-ETA|IL1F8|IL1H2,15564,ENSG00000136696,FIL1,NCBI
