,ambiguous symbol,number of abstracts with a match
6397,FLJ21687,0
6398,BH,19263
6399, STNO,35
6400,IGKV1/OR2-11,0
6401,MLM,2197
6402,PPIase,9471
6403, CD337,10
6404,TRNP1,17
6405, S12,7550
6406, PTH2,206
6407,CT6.1,2
6408, MSK16,7
6409,PHLP3,7
6410, CRNR6,0
6411,C6ORF14,0
6412,ALS,60012
6413, FLJ23584,0
6414,EM:AB023053.1,600323
6415,FAM90A16P,0
6416, PIR-B,103
6417, OG2X,27
6418, CTA-216E10.6,0
6419,ASGP,371
6420,HKE1.5,2
6421,C1ORF2,0
6422,SST3,293
6423,KOX31,1
6424,CARS-AS1,0
6425,MLP,4873
6426, NRF2,30714
6427,BDK,322
6428,BOCA,7715
6429,TCAM1,10
6430,Rsc8,14
6431,CLR11.1,0
6432,NPYR,282
6433,KRTAP5-8,1
6434, G13,1893
6435,UBXD10,0
6436,AUTL1,0
6437,KIAA0229,1
6438, NCRNA00062,0
6439, TMEM16D,11
6440, DDEFL1,4
6441, RNF58,0
6442,CLC2,431
6443, HLE,1293
6444, HSPC183,0
6445, SCL,10102
6446, TREM5,2
6447,EM:AC006046.2,600323
6448,DKFZP761L1518,0
6449, DFNA26,7
6450, PCDHJ,1
6451,TC-1,1068
6452,MIMP,89
6453,GYPELOC441046,0
6454,FCR-10,0
6455, PGPR-P117,0
6456,RanBP2L2,0
6457,PHD1,407
6458,KFSDX,15
6459,BOR,9068
6460,NPY1RL,0
6461, IL-21,4148
6462,FABP5L13,0
6463,IGHV(III)-67-3,0
6464, NCRNA00150,0
6465, RSC6P,1
6466, HBP3,7
6467, PI,211906
6468,PFHB1,2
6469,PMS2L4,0
6470,TRAP1,471
6471,BCD1,30
6472,CFHL2,1
6473, SAP190,12
6474,STK1,134
6475, NY-CO-8,3
6476,CD16,9703
6477,U13,985
6478,DJ377H14.5,0
6479,FY,4550
6480,BWR1B,1
6481,IGKV2/OR2-7D,32
6482,ACAT,1632
6483, ITPK1AS,0
6484,HSA-MIR-7847,0
6485,CIP1,5958
6486,PDI3,17
6487, BTF1,27
6488, MIRN181D,0
6489,CICK0721Q.1,0
6490,CNR3,7
6491,GE,4591325
6492, LY6G6D,16
6493, DED,2997
6494, L6,10302
6495, CMRF35H,7
6496, HSPDP4,0
6497,PTG,2061
6498,CEP2,28
6499,PHS,103421
6500,A15,18491
6501,ST2,5321
6502,TMSA,47
6503,CPI17-like,0
6504, AGPAT10,1
6505,GOUT4,1
6506, ASEF2,16
6507, H2-KE4,2
6508,KIAA0427,1
6509, FLJ36166,0
6510, SP-G,176
6511,EEF1B1,1
6512, PRP8,274
6513,HMCS,469
6514,TRIP1,63
6515, AP3Aase,5
6516,EDHB17,0
6517,CD123,1832
6518, X11L,29
6519, KIAA0574,1
6520,LGCR,54
6521,MIP1,1373
6522,PEO,6433
6523, KRTAP4-14,0
6524, MGC8850,0
6525, FCGR1B,21
6526, ATP6G2,2
6527,GCD10,20
6528, ZSCAN49,0
6529,LOHAN1,0
6530,LINC00599,11
6531, MGC118900,0
6532,LRRC62,1
6533, LPAAT-ETA,0
6534, RPS17L1,0
6535, HSPC134,0
6536, RIP2,457
6537,LHRHR,47
6538,OR17-30,0
6539,EIF1A,173
6540, SDR31E1,0
6541, HSPDP1,0
6542,KNTC1AP,0
6543, FAM60A,21
6544, ULG5,0
6545,LD78,46
6546,DIF-3,40
6547, ESA,6473
6548, GBAP1,18
6549, CBFA2,114
6550,A170,88
6551, UBC2,93
6552, DDX13,2
6553,10q23del,0
6554,UP2,97
6555,COX2,40232
6556,RIP-1,204
6557,IGKV19,4
6558,DRS1,32
6559, TAZ,3731
6560, SEEK1,6
6561,EBN,486
6562,CASTOR3,0
6563,RNA18S5,3
6564,RNF21,1
6565,EDDM2A,0
6566, GPR1-AS1,1
6567, CD158D,25
6568,MGC13098,0
6569, MRP6,170
6570, FRITZ,15068
6571,VPS54L,1
6572,ORP1,100
6573, WHDC1L2,0
6574, AN,10319370
6575,DK4,37
6576,HB2A,0
6577,SAPL,97
6578, GNO1,7
6579,HU-2,113
6580,S14,3555
6581,HSA-MIR-4733,0
6582, RN,44701
6583, PN-I,89
6584,DJ25J6.3,0
6585, KAP-1,101
6586,LNC-ATMIN-4:2,1
6587,ATP5G1P1,0
6588,OAT4,139
6589, TRBV64,4
6590,CXYORF10,0
6591, MGC16973,0
6592,OSF2,121
6593,TCRBV15S1,0
6594,CD85K,19
6595,CHD5,143
6596,IGER,139
6597,FLJ14926,0
6598, DJ186O1.1,0
6599, HSD7,25
6600,DRP-2,47
6601, PPP2R3LY,0
6602, RANTES,11066
6603,SUT2,52
6604, ZNF321,0
6605, PRB1M,2
6606, LCN1L2,0
6607, LINC00264,0
6608,PAC1,1969
6609,CFLL1,0
6610,AIM1,128
6611,DFNA2,65
6612,RAB39,18
6613,TCRAV2S1,3
6614, U1A1,4
6615,CD129,4
6616, TRBJ22,3
6617,STK2,29
6618,GPCR21,3
6619,NTE,1384
6620, HS322B1A,0
6621,IPS1,318
6622,ACT-2,227
6623, SDR4E1,0
6624,CLA20,4
6625,YDR084C,0
6626, MGC51021,0
6627,TDPX2,1
6628, RP3,388
6629, SP-H,220
6630, FLJ13203,0
6631,H4C12,0
6632,AMPK,29798
6633, DKFZP434F1719,0
6634, smk1,48
6635,DKFZP434P0630,0
6636,TCRBJ2S3,0
6637, TLN,542
6638, MGC45922,0
6639, SPANK-2,0
6640,H2BC10,1
6641,FRA,9209
6642,RNU12P,0
6643,AGPAT8,3
6644, ECE3,149
6645,EIF4F,4080
6646,AKI-1,158
6647,GASP,593
6648, NK-P46,4
6649,MGC22487,0
6650, FLJ14303,0
6651,CSAG3A,0
6652,NBC3,45
6653, MED,4908080
6654,SARS,244107
6655, MAP44,52
6656,HSA-MIR-181D,18
6657,MyD88-4,1
6658, B3GN-T1,0
6659, MLL2,411
6660,SGT2,61
6661,CSBP,344
6662, NSMASE-3,0
6663, G6D,40
6664,TUBA2,6
6665,HSPCAL1,1
6666,IGHD619,1
6667,DJ80I19.6,0
6668,AC008392.1,2
6669,CHP-1,38
6670,HSA-MIR-1322,13
6671, PMSB1,9
6672,HMGB1L1,0
6673, CNRS8,0
6674,KAP1,481
6675,CT21.1,0
6676,DHRSX-IT,0
6677,RN5S334,0
6678,PERRS,11
6679,ABH4,9
6680,Gx,6343
6681,P31,2212
6682, RIP1,1570
6683,BTN2.3,1
6684, FLJ10783,0
6685,CMPD1,26
6686,ELOA3,2
6687, RG,51897
6688, MSL1V1,4
6689,HIATL2,0
6690,EHK,158
6691,CAMRQ2,7
6692,POP3,128
6693,OOMD,5
6694,OR2A12P,0
6695, SLICK,735
6696,FLJ10782,0
6697,C3PO,74
6698, CPAMD3,0
6699,KMT3F,0
6700, LOC348120,0
6701, MARCH8,102
6702, TER,50627
6703, PRED6,1
6704, ZNF297A,0
6705, HE2,426
6706,HDGF2,5
6707,H2A,7020
6708,G3PP,12
6709,FLJ31568,0
6710,CS-2,3072
6711,HLA-DRB,495
6712, TCRBV12S2A1T,0
6713, P48,858
6714,M41,552
6715, DEFB101,0
6716,SEDLP1,1
6717,KIAA0251,0
6718,GIYD2,0
6719, MGC138323,0
6720,FLJ10604,0
6721, KIAA1418,0
6722, ZACRP4,0
6723,MGC129793,0
6724,KENAE,1
6725,SMIT2,27
6726,TRP3,486
6727,HS6M1-15,0
6728,LAGE2B,1
6729, RAM,23767
6730, QUERKOPF,6
6731, U51,262
6732,PRP8,274
6733,HLA-Z1,0
6734, PAR2,2618
6735,USP17B,0
6736, ND1,2168
6737, REF-1,1466
6738,FLJ23447,0
6739,SPC3,94
6740, MADA,4613
6741,HL-1,1841
6742, HPS2,132
6743, BPG254M11.3,0
6744,PRR20,5
6745,IRBP,900
6746,MDC1-AS,18
6747,CDC25,2781
6748, MGC10200,0
6749, STK1,134
6750,GPR8,55
6751, COQ8,1046
6752, SDHALP1,0
6753,MGC15397,0
6754,IGHV3-3,1
6755,IGHV(II)-1-1,0
6756,T6BP,9
6757,PDF,15143
6758, HCS-A,302
6759,CLP,11062
6760, GUP1,33
6761, HCML1,0
6762, H3.1,451
6763, IGHD55,0
6764,61E3.4,0
6765,ACA41,0
6766,ACA38,0
6767, HGPS,727
6768, TRF2,1019
6769,SLC62A1,0
6770,CD20L,0
6771, IGHD66,0
6772,S9,10936
6773, ATR1,242
6774,RNU64,0
6775,CFD1,38
6776, FAM61A,0
6777,CDHR14,0
6778, KIAA1488,0
6779, TAFII32,6
6780, PRED16,1
6781, CES4,19
6782,MB1,822
6783,CLAMP,188844
6784,FA1,430
6785,STD,27228
6786, MGC2277,0
6787, PL,152443
6788, NALP10,4
6789, CLF,3087
6790,OR1-25,4
6791,PCDH2,5
6792,DRP-1,391
6793,STR,121405
6794,OR11-22,0
6795,CT4.8,2
6796,KCR1,26
6797,FLJ34306,0
6798, SUHW2,1
6799,PPS,13142
6800, DJ1033B10.7,0
6801,H9,6915
6802,CUPID1,4
6803,STK7,0
6804,ESG,1156
6805,PACAP,4442
6806, ABCB10P2,0
6807,LIM-1,63
6808, CRP2,153
6809, RCA1,265
6810, P5-1,77
6811,SCAR4,8
6812,IGRP,117
6813, RP47,16
6814, ZNF422,0
6815,GCE,4090
6816,IGLC,144
6817,CHIF,151
6818,PCDH-BETA15,0
6819,NET1,293
6820,MIP-2A,7
6821, EEF-2K,56
6822, BWSCR1A,0
6823,PSG1,121
6824, P44,4028
6825,HST26053,0
6826,p45,1932
6827, KIAA2015,0
6828,MHF1,28
6829,CPTI-M,5
6830,EEF-1,2407
6831,CST,7122
6832,C17ORF97,2
6833, DFNB53,3
6834, OIF,962
6835,CRS3,40
6836, TCRBV5S5P,1
6837, SYT,1122
6838,MK,46593
6839, NY-REN-2,0
6840, PLPB1,0
6841,SCAND2,4
6842, ZNF698,0
6843,HBH,740
6844, HSPC053,0
6845,FAM90A10P,0
6846, BMS1LP7,0
6847,ES17,22
6848,C6ORF8,0
6849, PMN-E,63
6850,PRK1,126
6851,C10orf77,0
6852, UMTCK,51
6853,OLFRA06,0
6854,C21ORF125,0
6855,RBM1,35
6856, HZF-3,7
6857, ZNF52,0
6858,HREP,26
6859, KIAA0266,0
6860,CCN1,956
6861,C7orf28A,1
6862,ADTAB,0
6863, PRDXDD1,1
6864, LST-1,56
6865, SEMG,3899
6866, HSPCA,68
6867,G10,2975
6868,A2,282993
6869, PTPRV,10
6870,DJ80I19.2,0
6871,DAR,18479
6872, CYP21B,103
6873, U2AF35,112
6874, BLOC2S2,1
6875,DCR2,379
6876,NMTC1,8
6877, SEMAL,125
6878,FLJ10111,3
6879, CD158K,34
6880, APRO4,3
6881,TCS1,2912
6882,SK2,849
6883, NG25,233
6884,TCRBV22S1A2N1T,0
6885,FAM48B1,0
6886,M1,107364
6887,BAP1,1978
6888,TOM7,53
6889,ARHGAP7,9
6890,HSA-MIR-4789,0
6891,ZNF724P,0
6892,CX62,5
6893,CMT2D,77
6894, TCRBV21S2A2,0
6895,RNU1P1,0
6896,KV6.3,11
6897,OPT,200263
6898, ZC2HC4A,0
6899,TCRAV13S1,0
6900, C6ORF190,0
6901,GLUR2,2052
6902, FLJ43987,0
6903,PD-1,32945
6904,GLUT10,80
6905, ADA2A,42
6906, P,7063189
6907,FLJ36561,0
6908,TTP1,29
6909, MIRN124A1,0
6910, SEN34L,0
6911,C22ORF46,3
6912, OR2C5P,0
6913,CED12,31
6914,PheRS,138
6915,TFIIA,466
6916,CNX,485
6917,LAMP,29362
6918,PRSS10,0
6919,HEPIS,4
6920,L8,3615
6921, KIAA0676,0
6922,TCRBJ1S2,0
6923,HB6,95
6924,H105E3,1
6925,OR11H7P,2
6926, RING12,4
6927,CT47,7
6928,MP1,890
6929, PSMB6I,0
6930,G15,1690
6931, DNM1DN8@,0
6932, MTB,13285
6933, HCGIV-8,0
6934, CACNA1C-IT2,0
6935, EM:AF134726.3,600323
6936,MNS,5336
6937, p45,1932
6938,MGC20702,0
6939,LLREP3,9
6940,TMSL8,1
6941,DJ823N20.2,0
6942, LPLAT8,0
6943, CTSL1P7,0
6944, NG31,30
6945,SPANXE,1
6946,OR2T6P,0
6947,PCA1,260
6948,EIF2,5595
6949,PIG4,4
6950,CNC,8992
6951,HSPA1,83
6952, ACCALPHA,172
6953, MIP-4,31
6954, MEGT1,3
6955,TCRGV5P,0
6956, MGC3647,0
6957, MGC78537,0
6958, TCRBV5S5,1
6959, p14,5540
6960,LINC02657,3
6961,FCT3A,0
6962,UBP-M,7
6963, CT45.3,0
6964,IGHD126,1
6965, RINZF,2
6966,ACC,35596
6967, DAN,29659
6968,BCX105N19.6,0
6969,C17ORF81,1
6970,MRS,34333
6971,SPRING,137149
6972,PE,84154
6973,C17ORF74,0
6974,TCF3,1010
6975,CEA,55783
6976, HSD6,15
6977, CYP2D@,428
6978,P2Y8,2
6979,OR11-55,0
6980,MCT7,16
6981,CLL1,158
6982, MIR4666,0
6983,APT1,219
6984,L2,42539
6985,CTR1,902
6986, ALPHA1AT,525
6987, B7RP1,61
6988,PB,103386
6989, LPLAT1,3
6990,TRX1,1081
6991, ALMS1P,0
6992,ARP2,2657
6993,RN5S11,0
6994,C16DUPp11.2,0
6995,TCRBV11S3,0
6996,H2B/l,7
6997, TP53I1,0
6998,PC1,3817
6999,IGKV2/OR2-2,0
7000, NG36/G9A,1
7001, POLRA,16
7002, EIF4AIII,845
7003,BRX,167
7004, P58.1,28
7005,ORM,615
7006, GEMIN1,1
7007,PP2CE,4
7008,ISSX,64
7009,EEF1B,57
7010, SH3P13,6
7011,FAT,348374
7012,DJ80I19.5,0
7013,TCRBV25S1,0
7014, USP8P,0
7015,FAM18B2,0
7016, FLJ20897,0
7017,EPP,3273
7018,MBD3L,1
7019, MSY2,58
7020,MSP,9751
7021,DKFZP434K0322,0
7022,LIN10,40
7023, KIAA1641,0
7024, MLL4,204
7025,MRP2,2912
7026,L15,1904
7027, SMAP-1,5
7028, ZNF919,0
7029,GEF720,1
7030,SHFM1,77
7031, CACNL1A1,10
7032,CRT2,37
7033, DERMO1,74
7034,CGI-121,3
7035, PRAMEF5L,0
7036,PAN2,123
7037, MGC16435,0
7038,ASP1,578
7039,D3S1363E,1
7040,MGC34761,0
7041, HCG1,19
7042,SMP1,77
7043, MONDOA,88
7044, BTN1,44
7045, HB5,111
7046,TL-PST,27
7047,ATX1,204
7048,OCC-1,27
7049, MCS,17748
7050,CDA12,4
7051, SH3P20,0
7052,RNU3-4,0
7053,J2,6092
7054, MGC26818,0
7055, GPCR41,41
7056,AIT,5991
7057,SPS1,287
7058,H2A.B.1,0
7059,NANCI,260
7060, TRIM26P1,0
7061,p200,1416
7062,RPL32-L,0
7063,APC4,36
7064,NBPF,43
7065,BHLHA39,0
7066,CA-125,9246
7067, IGHD310,5
7068, P65,26576
7069, PCDH3H,0
7070,TCRAV12S1,0
7071,NGFRAP1L1,2
7072, PAINT,28353
7073,SDR7C3,0
7074, SMN,4176
7075, TCRBV9S1A1T,0
7076,PMS2L11,1
7077,WAGR,295
7078, RNF160,1
7079, CKB2,20
7080,IGHD11,1
7081, PIG1,131
7082,NCRNA00141,0
7083, NCRNA00103,0
7084, FAM213B,4
7085,MIFR,23
7086,LKN-1,26
7087, HST19321,0
7088,NCRNA00196,0
7089,MADH7,4
7090,p57,1943
7091,STG,3613
7092, CTSLP5,0
7093, POP1,259
7094, HPIP1,1
7095, MGC10902,0
7096,PTPU2,6
7097, RCP,4488
7098,PSGGA,1
7099,UPAT,31
7100, FHR5,45
7101, ECAC2,26
7102,PSC5,9
7103, OR7E56P,0
7104, SHOX1,1
7105, TUSC5,25
7106,KOS1,26
7107,ST7,962
7108,SAS,31178
7109, RNF178,1
7110, IL-27,2065
7111,OR5T1P,0
7112, FCGR3,23582
7113,ERK,66052
7114, HCG1989538,0
7115,OR11-12,0
7116, MGC131950,0
7117,PAL,28683
7118,PFIC4,9
7119, FLJ22561,0
7120, MGC102966,0
7121,PEPP1,3
7122,NCRNA00280,0
7123, LPLAT11,0
7124,HPIP,119
7125,CHRNB,12
7126, RBM9,18
7127,P3,35450
7128,HSA-MIR-6778,0
7129, HS,132416
7130, PYCRL,9
7131,CT45-3,0
7132,AR1,642
7133, HLA-JY3,0
7134, PMSR3,0
7135,CSB,3451
7136, OR7E42P,0
7137,MART1,1848
7138,GOLGA6L25P,0
7139, RAD26L,0
7140, WDR82B,0
7141,G0S19-2,3
7142,EDG2,142
7143, NAP1,941
7144,FEB3B,0
7145,FAM14D,0
7146,C14ORF152,0
7147,CD25,20932
7148,TMS-1,251
7149,RZF,23
7150, FLJ38242,0
7151,UGT1.1,15
7152, TRB3,326
7153, CHE1,132
7154,DEF1,133
7155, LMP7,715
7156, P21,56680
7157,ANCR,81
7158, NUDT16P1,0
7159,TTTY9,0
7160, SCARJ1,0
7161,AG1,8924
7162,ANKRD26L1,0
7163, ZNF294,3
7164, US13,84
7165,DJ111M5.3,0
7166,IKBB,6
7167, SPN,3421
7168, NEH2,56
7169,CFLP1,0
7170, CCTQ,22
7171,BSP1,80
7172,G17,1033
7173, CYP2C,1013
7174,CT49,1
7175, DA2B,25
7176,SPIN,148541
7177, KIAA0563,1
7178,ASH2,125
7179,MIRHG1,3
7180,FIL1,30
7181,AC4,269
7182,IGHV(II)-44-2,0
7183, SLEB2,4
7184,PABP3,5
7185,G2SYN,0
7186,LIPA,2199
7187,HLAL,53
7188,DKFZP686N06141,0
7189, H3T,6431
7190,LINC00516,0
7191,PLRP1,31
7192, GRINL1A,13
7193,DJ222E13.2,0
7194,KAP1.5,0
7195, EIF3S12,1
7196,CLK1,380
7197,hg674,0
7198, PGFT,2
7199,NHE-3,215
7200,CMT4E,3
7201,KIAA1092,0
7202,BOP,4256
7203, U36C,2
7204, U1.15,1
7205,S8,7509
7206,CT45-6,0
7207, NAC,32941
7208,BA60E24.1,0
7209,GPIV,184
7210,AC007383.2,1
7211,TP53TG3F,0
7212, CN1,1360
7213, CypD,554
7214,DAP1,90
7215,FCP,3947
7216, MEISETZ,9
7217, ERV1,188
7218, XBS,200
7219, GPATCH10,0
7220,MIR17HG,264
7221,PTP,6207
7222,PAR,104490
7223,p22,6159
7224,GPXL1,1
7225,SGT1,312
7226,C14ORF47,0
7227, NKAT2A,0
7228,NOTCH2NLA,3
7229,HAI,14941
7230,CD158B1,2
7231, PIP5KIIBETA,1
7232, NRXN4,1
7233,L7,6338
7234, MRP-S36,1
7235,CT45A2,4
7236,OR11-11a,0
7237, FLJ42486,0
7238, PR48,26
7239, VPP2,4
7240,FLJ10298,1
7241, FCG1,5
7242,PMS2L2,10
7243, TRBV65,3
7244, U24,26591
7245, HTM4,26
7246,SPS,11250
7247,NCRNA00140,0
7248, LMKB,1
7249,HSA-MIR-7703,0
7250, NOD12,81
7251,HSA-MIR-564,19
7252,GRAMD9B,0
7253,SAP190,12
7254,C11,4969
7255, QP-C,12
7256, U19,33196
7257, PIP5KIIB,0
7258,NDUFB11P,0
7259,LNC-ACACA-1,2
7260,p02,8313
7261,VWS2,7
7262,ERK7,39
7263,FCGR1,161
7264, MIP-3,102
7265,ST1A3,14
7266,RT6,234
7267,AD1,659
7268,CD182,7
7269,PCDH-PSI5,0
7270, ORCTL2S,2
7271, PDI4,23
7272, A1AT,691
7273,RAI1,256
7274,MACS,3567
7275, XAGE-1,29
7276,MRT1,50
7277,CRYG3,0
7278,FANCD,9528
7279, VAULT2,1
7280,YRRM2,2
7281, HP-4,109
7282,RP11-944L7.4,0
7283,MGC2404,0
7284,NF1HHS,1
7285, HYPJ,0
7286,C6ORF70,6
7287, BPG309N1.15,0
7288,LNP,1847
7289, LCC-1,11
7290, CARDINAL,19875
7291, HSA011372,0
7292,TCRBV5S3A2T,0
7293, SGK223,21
7294, IGKV117,1
7295, P2Y7,10
7296,D1,104087
7297,PSS2,43
7298,p12,5659
7299, BA592B15.5,0
7300, TRBV125,2
7301, C14ORF167,0
7302, HSPDP2,0
7303, PAR-1,3388
7304, SDR-SRL,0
7305,CYP21A,79
7306, MIRN548K,0
7307, CMKRL1,5
7308,C1ORF3,0
7309,U3a,105
7310,D(N4),10365
7311,SC1,3609
7312,WNT14B,20
7313,TCF-4,503
7314,QP-C,12
7315,ARCC2,5
7316,PCDH-BETA9,1
7317,HN1L,20
7318, CASP,3220
7319, ZNF448,0
7320,SPANX-A,8
7321,IGHV(III)-44,4
7322, MTN-1,0
7323, LOST1,8
7324,PRAMEF28,0
7325,DRG1,97
7326,SPANX-E,0
7327, NLRB1,1
7328,P27,14545
7329,C15ORF55,3
7330,IGHV(III)-67-2,0
7331, LNC-DPRDM16,1
7332, TRBJ21,8
7333, DSPB1,0
7334, NCRNA00264,0
7335,ANKRD59,0
7336, LFB3,16
7337,CNR6,2
7338,SOLH,2000
7339,TERA,787
7340,CALML2,0
7341, TAU-40,78
7342,FRP,1713
7343, LINC00848,0
7344,IA-2BETA,67
7345, PRPF2,0
7346,DCR1,393
7347, ANA/BTG3,9
7348,SMAP,424
7349, H5,15438
7350,MMD1,39
7351,POLR2,36773
7352, DEFB104,15
7353,NHE,3464
7354,CTRP5,69
7355,MOP3,58
7356, HOIP,273
7357, PCDH-BETA16,0
7358,UDPGT,545
7359,NR6,205
7360, FLJ42993,0
7361,TP53TG3,3
7362,FLJ12515,0
7363,ABC1,304
7364,LINC-PPARA,0
7365,FLJ11008,0
7366, PP1,4602
7367,HN1,467
7368,2F1,1175
7369,COM1,335
7370, PTC,20671
7371,BKLHD4,0
7372,EMA,17704
7373, OR7-138,0
7374, NAPB,2048
7375,MPPH,70
7376,IFN-alpha-REC,0
7377,SG2NA,34
7378,ODC,4427
7379,LHR,2473
7380, LTB4R1,125
7381,12-LOX,356
7382, DRP1,3840
7383,SP1,14422
7384, RXR-BETA,168
7385, MGC11271,0
7386,TCRBV5S3,0
7387,H2AW,0
7388,PDS,10561
7389, R29124_1,14132027
7390,IGKV137,0
7391,HLA-70,2
7392, VPS55,5
7393,GT334,1
7394,OFD1P16,0
7395, PSIGPR53,1
7396,MES,10378
7397,IRT1,344
7398, GID2,37
7399, OST058,0
7400,D6S204,0
7401,C18ORF2,3
7402,NAC1,514
7403, HS6M1-7,0
7404, MUC-4,59
7405,PDSW,8
7406,SCA8,185
7407, HD52,9
7408, FLJ11626,0
7409,SCKL4,3
7410,BDPLT16,0
7411, APEN,818
7412, NG1,1807
7413, RIS1,20
7414, RNU1-25P,0
7415,MIG6,190
7416, GPD,1282
7417,PRG5,16
7418, FLJ31424,0
7419,LOC399888,0
7420,ODZ3,17
7421,BPG116M5.10,0
7422,FAM14B,1
7423, GDN,711
7424, OB-BP2,1
7425, COL11A2P,0
7426, IGHD17,0
7427,CBL-3,21
7428, PRGS,500
7429,PGAM-B,12
7430, SSB-2,42
7431,CMRF-35A,4
7432,AF17Q25,3
7433,T2R10,8
7434, CT24.2,0
7435, NACK,146
7436,T2R14,30
7437,SMAP-1,5
7438,TCRAV24S1,0
7439,ES1,652
7440,TEBP,100
7441,M33,600
7442, NAZC,0
7443, LOC400566,0
7444, RNF76,0
7445,CC2D3,0
7446, KRTHAP1,2
7447, CD,275874
7448,PDZD5C,0
7449, DKFZP566C0424,0
7450,TRX,3859
7451,CRP3,107
7452,HLA-DPB1,1250
7453, DERMO-1,21
7454, ISO1,388
7455,ELK,5204
7456, SCYL3,9
7457,MCT,14823
7458, FBXO26,0
7459,TRAC-1,7
7460, DXYS155E,0
7461, ACS2,280
7462,C1ORF133,1
7463, MYG,102
7464, TPN,5277
7465, PCDH-BETA11,0
7466,R1,33767
7467,VIT1,58
7468,DD3,209
7469,KV4.1,77
7470,CDK11,111
7471,KAP4.8,0
7472, SAP,18408
7473, PCAT-1,84
7474, NA88A,1
7475, II,1531287
7476,HS6M1-26,0
7477,CROCCL2,0
7478,CT47.3,0
7479,FIP1,154
7480,CEACAM24P,0
7481,TCEB1P5,0
7482,FLJ25076,1
7483, RNU1A,5
7484,CLDN21,1
7485, DEFB108,1
7486, IRAP,815
7487,RING5,6
7488, NSLP1,0
7489,SNT1,38
7490, PIG-W,8
7491,PHS2,71
7492,C17ORF1,2
7493, RIM,24597
7494,IL8RA,137
7495, CT21.2,0
7496, KIAA0726,0
7497,FTDCR1B,0
7498, K23,75203
7499, NOC4,13
7500, NKIR,20
7501,DKFZP434F1735,0
7502,DUPD1,6
7503,ASM,10677
7504,BAT3,111
7505, HTX2,2
7506, SMAP,424
7507, THRA1,490
7508, O14,348
7509, CHED,232
7510,C1R-LP,5
7511,RNU36B,0
7512,HNRPCL1,0
7513, CYP11B,157
7514,SLEB6,0
7515,BAR,58647
7516, EVR1,15
7517,FAF,2930
7518,BCX111D4.7,0
7519, CRNR3,0
7520,D15S1518E,0
7521,ECGF1,32
7522,MAP-2,1686
7523,COX7AL,7
7524,C16ORF73,0
7525, SPBP,35
7526,DNM1DN15@,0
7527,PDI,15858
7528,LAN,36897
7529,PPP1R6,3
7530,H2AFZP4,0
7531,OR17-16,0
7532, SKI2W,8
7533,OR11-11A,0
7534,RU2,706
7535,RN5S8,0
7536, NCRNA00149,0
7537, HTATSF1P,0
7538,LSH,930
7539, U1C21,0
7540,FOXD4L2,2
7541,KIAA1147,3
7542, RGPR,27
7543,C20orf37,0
7544, OST722,0
7545,GLK,509
7546, G-CK,35
7547, G6PT1,28
7548,DIF-2,41
7549,MRP-L14,2
7550,RPMS12,4
7551,IGHV4,191
7552, CHAMP,4765
7553, CRYG5,0
7554, SMA,32113
7555,SCZD9,1
7556,FA,65043
7557,KID,3464
7558,GAT3,312
7559, PPP1R103,0
7560, DJ646B12.2,0
7561, OR2F4,0
7562,OSTERIX,2439
7563,C17ORF66,1
7564,D6S218E,0
7565, SIL,9270
7566,CCTB,40
7567,ARHGEF29,0
7568, NEUROLNC,1
7569, FB19,22
7570,EAP2,10
7571, RFT3,6
7572,PERB11.4,1
7573,HSA-MIR-4659A,0
7574,FCGR2,28
7575,TRAM,3415
7576,HB5,111
7577, PHOGRIN,93
7578,AB14,25
7579, RBM2,13
7580,KIAA0450,0
7581,JP2,269
7582,DJ257A7.3,0
7583,RNF1,15
7584,HE2,426
7585,II,1531287
7586,UBH1,5
7587, MP70,51
7588,HRH1,135
7589,MTTF1,21
7590, PACT,22211
7591,CT1,3459
7592, CGI-137,0
7593,MTL1,104
7594, DC-CK1,23
7595, TRBV56,1
7596,OTTHUMG00000133740,0
7597,A26,710
7598, PAQR2,18
7599,RCAD,101
7600,GC-SB2,0
7601, MART-2,3
7602,AIS1,26
7603, RIP,8937
7604, P1,84524
7605, LNCNAP1L6,1
7606, B7H,78
7607,ARP4,97
7608,BA291L22.1,0
7609, MEF,5505
7610,FLJ37812,0
7611,OLF4p,0
7612, P22,6159
7613,INT6,86
7614,HSA-MIR-598,29
7615, HSPB4,35
7616, TMDCIV,0
7617, FLJ35277,0
7618, CHE-1,107
7619,SOSS-B1,0
7620, LAK,4378
7621, ZIP11,24
7622, PCDH-ALPHA5,0
7623,KIAA0345,0
7624,RNA45S5,0
7625,RNF134P1,0
7626,PAIS,14822
7627,CAPB,249
7628,ACHRD,1
7629,PCT,18917
7630, TAF2N,9
7631,TRY2,18
7632, SHYC,13
7633,DEFB108P3,0
7634,TMEM29B,0
7635,2G7,246
7636, SIP1,412
7637,RP3,388
7638, LPP1,152
7639, GL50,103
7640,HBA,11996
7641,GNT1,30
7642,FLJ10308,0
7643,RPL3-HOM,1
7644, KIAA1426,0
7645, TGK,138
7646,CD158H,0
7647,B3GN-T1,0
7648,TBC1D3J,0
7649,TCONS_L2_00027778,7
7650, PLAP,932
7651,RPP20,20
7652,CK20,2480
7653, WSX1,114
7654, BA707M13.2,0
7655,HLP,1343
7656,DEFB108P2,0
7657,GAGE2,6
