HGNC ID	Approved symbol	Gene group ID
HGNC:34825	TRF-GAA6-1	842
HGNC:34990	TRF-GAA7-1	1681
HGNC:35016	TRF-GAA8-1	1681
HGNC:35110	TRF-GAA9-1	1681
HGNC:35072	TRF-GAA10-1	1681
HGNC:35045	TRF-GAA11-1	1681
HGNC:35044	TRF-GAA12-1	1681
HGNC:12271	TRG	375
HGNC:48974	TRG-AS1	1987
HGNC:38580	TRG-CCC1-1	842
HGNC:34864	TRG-CCC1-2	842
HGNC:34794	TRG-CCC2-1	842
HGNC:14183	TRG-CCC2-2	842
HGNC:34841	TRG-CCC3-1	842
HGNC:35059	TRG-CCC4-1	1877
HGNC:34604	TRG-CCC5-1	1877
HGNC:35073	TRG-CCC6-1	1877
HGNC:35030	TRG-CCC7-1	1877
HGNC:50798	TRG-CCC8-1	1681
HGNC:34934	TRG-GCC1-1	842
HGNC:34815	TRG-GCC1-2	842
HGNC:34793	TRG-GCC1-3	842
HGNC:34722	TRG-GCC1-4	842
HGNC:34850	TRG-GCC1-5	842
HGNC:34948	TRG-GCC2-1	842
HGNC:34771	TRG-GCC2-2	842
HGNC:34881	TRG-GCC2-3	842
HGNC:34533	TRG-GCC2-4	842
HGNC:34725	TRG-GCC2-5	842
HGNC:12273	TRG-GCC2-6	842
HGNC:12282	TRG-GCC3-1	842
HGNC:34838	TRG-GCC4-1	842
HGNC:34783	TRG-GCC5-1	842
HGNC:34641	TRG-GCC6-1	1877
HGNC:12274	TRG-TCC1-1	842
HGNC:34623	TRG-TCC2-1	842
HGNC:34823	TRG-TCC2-2	842
HGNC:34703	TRG-TCC2-3	842
HGNC:34751	TRG-TCC2-4	842
HGNC:34598	TRG-TCC2-5	842
HGNC:34570	TRG-TCC2-6	842
HGNC:34769	TRG-TCC3-1	842
HGNC:34554	TRG-TCC4-1	842
HGNC:35032	TRG-TCC5-1	1681
HGNC:35086	TRG-TCC6-1	1681
HGNC:12275	TRGC1	375
HGNC:12276	TRGC2	375
HGNC:12277	TRGJ1	375
HGNC:12278	TRGJ2	375
HGNC:12279	TRGJP	375
HGNC:12280	TRGJP1	375
HGNC:12281	TRGJP2	375
HGNC:12283	TRGP1	
HGNC:12284	TRGV1	375
HGNC:12287	TRGV2	375
HGNC:12288	TRGV3	375
HGNC:12289	TRGV4	375
HGNC:12290	TRGV5	375
HGNC:12291	TRGV5P	375
HGNC:12292	TRGV6	375
HGNC:12293	TRGV7	375
HGNC:12294	TRGV8	375
HGNC:12295	TRGV9	375
HGNC:12285	TRGV10	375
HGNC:12286	TRGV11	375
HGNC:12296	TRGVA	375
HGNC:12297	TRGVB	375
HGNC:12298	TRH	542|1902
HGNC:34535	TRH-GTG1-1	842
HGNC:34902	TRH-GTG1-2	842
HGNC:34874	TRH-GTG1-3	842
HGNC:34736	TRH-GTG1-4	842
HGNC:34538	TRH-GTG1-5	842
HGNC:33260	TRH-GTG1-6	842
HGNC:34536	TRH-GTG1-7	842
HGNC:34537	TRH-GTG1-8	842
HGNC:34624	TRH-GTG1-9	842
HGNC:34918	TRH-GTG2-1	1877
HGNC:34805	TRH-GTG3-1	
HGNC:30748	TRHDE	1437
HGNC:27471	TRHDE-AS1	1987
HGNC:12299	TRHR	220
HGNC:34812	TRI-AAT1-1	842
HGNC:34630	TRI-AAT2-1	842
HGNC:34776	TRI-AAT3-1	842
HGNC:34961	TRI-AAT4-1	842
HGNC:34715	TRI-AAT5-1	842
HGNC:34904	TRI-AAT5-2	842
HGNC:34877	TRI-AAT5-3	842
HGNC:34839	TRI-AAT5-4	842
HGNC:34955	TRI-AAT5-5	842
HGNC:34940	TRI-AAT6-1	842
HGNC:34710	TRI-AAT7-1	842
HGNC:34970	TRI-AAT7-2	842
HGNC:34656	TRI-AAT8-1	842
HGNC:12300	TRI-AAT9-1	842
HGNC:35034	TRI-AAT10-1	1681
HGNC:35047	TRI-AAT11-1	1681
HGNC:35054	TRI-AAT12-1	842
HGNC:34694	TRI-GAT1-1	842
HGNC:34609	TRI-GAT1-2	842
HGNC:34996	TRI-GAT1-3	842
HGNC:34891	TRI-TAT1-1	842
HGNC:34828	TRI-TAT2-1	842
HGNC:34587	TRI-TAT2-2	842
HGNC:34693	TRI-TAT2-3	842
HGNC:34916	TRI-TAT3-1	842
HGNC:26937	TRIAP1	
HGNC:31659	TRIAP1P1	
HGNC:16891	TRIB1	
HGNC:56762	TRIB1AL	1992
HGNC:30809	TRIB2	1691
HGNC:16228	TRIB3	
HGNC:12301	TRIC5	
HGNC:12302	TRICY1	
HGNC:22200	TRIL	
HGNC:15974	TRIM2	58|59
HGNC:10064	TRIM3	58|59
HGNC:16275	TRIM4	58|59
HGNC:16276	TRIM5	58|59
HGNC:16277	TRIM6	59|58
HGNC:33440	TRIM6-TRIM34	
HGNC:16278	TRIM7	59|58
HGNC:40764	TRIM7-AS1	1987
HGNC:56031	TRIM7-AS2	1987
HGNC:15579	TRIM8	59|58
HGNC:55573	TRIM8-DT	1990
HGNC:16288	TRIM9	59|58|555
HGNC:10072	TRIM10	58|59
HGNC:16281	TRIM11	58|59|1691
HGNC:9976	TRIM13	58|59
HGNC:16283	TRIM14	59
HGNC:16284	TRIM15	58|59
HGNC:17241	TRIM16	59
HGNC:32670	TRIM16L	
HGNC:13430	TRIM17	58|59
HGNC:11312	TRIM21	58|59
HGNC:16379	TRIM22	58|59|870
HGNC:660	TRIM23	357|58|59
HGNC:11812	TRIM24	58|59|88|1232
HGNC:12932	TRIM25	58|59|1691
HGNC:12962	TRIM26	58|59
HGNC:31338	TRIM26BP	59
HGNC:9975	TRIM27	58|59
HGNC:16384	TRIM28	88|694|58|59|1691|1232
HGNC:17274	TRIM29	59
HGNC:16289	TRIM31	58|59
HGNC:39761	TRIM31-AS1	1987
HGNC:16380	TRIM32	58|59
HGNC:16290	TRIM33	58|59|1232|88
HGNC:10063	TRIM34	58|59
HGNC:16285	TRIM35	58|59
HGNC:16280	TRIM36	58|59|555
HGNC:41422	TRIM36-IT1	1989
HGNC:7523	TRIM37	58|59
HGNC:10059	TRIM38	58|59
HGNC:10065	TRIM39	58|59
HGNC:38845	TRIM39-RPP21	
HGNC:18736	TRIM40	58|59
HGNC:19013	TRIM41	58|59
HGNC:19014	TRIM42	58|59|555|870|694
HGNC:19015	TRIM43	58|59
HGNC:37146	TRIM43B	58|59
HGNC:43981	TRIM43CP	59
HGNC:19016	TRIM44	59
HGNC:19018	TRIM45	58|59
HGNC:19019	TRIM46	58|59
HGNC:19020	TRIM47	58|59
HGNC:19021	TRIM48	58|59
HGNC:13431	TRIM49	58|59
HGNC:42955	TRIM49B	58|59
HGNC:38877	TRIM49C	58|59
HGNC:43973	TRIM49D1	58|59|2293
HGNC:37217	TRIM49D2	2293|58|59
HGNC:19017	TRIM50	58|59
HGNC:19023	TRIM51	58|59
HGNC:37145	TRIM51BP	59
HGNC:43968	TRIM51CP	59
HGNC:43969	TRIM51DP	59
HGNC:43970	TRIM51EP	59
HGNC:43966	TRIM51FP	59
HGNC:43972	TRIM51G	59
HGNC:43977	TRIM51HP	59
HGNC:43978	TRIM51JP	59
HGNC:19024	TRIM52	58|59
HGNC:49006	TRIM52-AS1	1987
HGNC:19025	TRIM53AP	59
HGNC:37144	TRIM53BP	59
HGNC:43979	TRIM53CP	59
HGNC:16008	TRIM54	58|59
HGNC:14215	TRIM55	58|59
HGNC:19028	TRIM56	58|59
HGNC:19029	TRIM57	
HGNC:24150	TRIM58	59|58
HGNC:30834	TRIM59	59|58
HGNC:56756	TRIM59-IFT80	
HGNC:21162	TRIM60	59|58
HGNC:38403	TRIM60P1Y	
HGNC:38405	TRIM60P2Y	
HGNC:38409	TRIM60P3Y	
HGNC:38425	TRIM60P4Y	
HGNC:38430	TRIM60P5Y	
HGNC:38432	TRIM60P6Y	
HGNC:38433	TRIM60P7Y	
HGNC:38458	TRIM60P8Y	
HGNC:38459	TRIM60P9Y	
HGNC:38462	TRIM60P10Y	
HGNC:38463	TRIM60P11Y	
HGNC:38465	TRIM60P12Y	
HGNC:38485	TRIM60P13	
HGNC:38486	TRIM60P14	
HGNC:38487	TRIM60P15	
HGNC:38488	TRIM60P16	
HGNC:38489	TRIM60P17	
HGNC:38490	TRIM60P18	
HGNC:42010	TRIM60P19	
HGNC:24339	TRIM61	59|58
HGNC:25574	TRIM62	59|58
HGNC:16007	TRIM63	59|58
HGNC:14663	TRIM64	59|58
HGNC:37147	TRIM64B	59|58
HGNC:37148	TRIM64C	59|58
HGNC:43974	TRIM64DP	59
HGNC:43975	TRIM64EP	59
HGNC:43976	TRIM64FP	59
HGNC:27316	TRIM65	59|58
HGNC:29005	TRIM66	59|1232|88
HGNC:31859	TRIM67	59|58|555
HGNC:41282	TRIM67-AS1	1987
HGNC:21161	TRIM68	59|58
HGNC:17857	TRIM69	59|58
HGNC:32669	TRIM71	59|58
HGNC:32671	TRIM72	59|58
HGNC:18162	TRIM73	59|58
HGNC:17453	TRIM74	59|58
HGNC:32686	TRIM75	59|58
HGNC:34228	TRIM77	59|58
HGNC:43980	TRIM77BP	
HGNC:17232	TRIM78P	
HGNC:51490	TRIM80P	
HGNC:26698	TRIML1	58
HGNC:26378	TRIML2	
HGNC:12303	TRIO	593|722
HGNC:17009	TRIOBP	682
HGNC:12308	TRIP2	
HGNC:12310	TRIP4	26|1916
HGNC:12311	TRIP6	1402|1691
HGNC:12304	TRIP10	1288|870
HGNC:12305	TRIP11	1084
HGNC:12306	TRIP12	1492|1959
HGNC:12307	TRIP13	413
HGNC:27828	TRIQK	
HGNC:28424	TRIR	
HGNC:20286	TRIT1	84
HGNC:34668	TRK-CTT1-1	842
HGNC:34572	TRK-CTT1-2	842
HGNC:34761	TRK-CTT2-1	842
HGNC:34967	TRK-CTT2-2	842
HGNC:33199	TRK-CTT2-3	842
HGNC:34671	TRK-CTT2-4	842
HGNC:34848	TRK-CTT2-5	842
HGNC:34681	TRK-CTT3-1	842
HGNC:34621	TRK-CTT4-1	842
HGNC:34772	TRK-CTT5-1	842
HGNC:34552	TRK-CTT6-1	1877
HGNC:35098	TRK-CTT7-1	842
HGNC:34807	TRK-CTT8-1	842
HGNC:34742	TRK-CTT9-1	842
HGNC:34935	TRK-CTT10-1	842
HGNC:34878	TRK-CTT11-1	842
HGNC:35036	TRK-CTT12-1	1681
HGNC:35009	TRK-CTT13-1	1681
HGNC:35039	TRK-CTT14-1	1681
HGNC:34556	TRK-CTT15-1	1681
HGNC:35113	TRK-CTT16-1	1681
HGNC:34687	TRK-TTT1-1	842
HGNC:34860	TRK-TTT2-1	842
HGNC:34684	TRK-TTT3-1	842
HGNC:34994	TRK-TTT3-2	842
HGNC:34797	TRK-TTT3-3	842
HGNC:33256	TRK-TTT3-4	842
HGNC:12314	TRK-TTT3-5	842
HGNC:34612	TRK-TTT4-1	842
HGNC:34801	TRK-TTT5-1	842
HGNC:34745	TRK-TTT6-1	842
HGNC:34900	TRK-TTT7-1	842
HGNC:34659	TRK-TTT8-1	1877
HGNC:34958	TRK-TTT9-1	1877
HGNC:35053	TRK-TTT10-1	1681
HGNC:34665	TRK-TTT11-1	842
HGNC:34610	TRK-TTT12-1	1681
HGNC:35116	TRK-TTT13-1	1681
HGNC:35089	TRK-TTT14-1	1877
HGNC:35079	TRK-TTT15-1	1681
HGNC:34960	TRK-TTT16-1	
HGNC:35094	TRK-TTT17-1	
HGNC:34930	TRL-AAG1-1	842
HGNC:34836	TRL-AAG1-2	842
HGNC:34561	TRL-AAG1-3	842
HGNC:34895	TRL-AAG2-1	842
HGNC:34765	TRL-AAG2-2	842
HGNC:12315	TRL-AAG2-3	842
HGNC:34857	TRL-AAG2-4	842
HGNC:34731	TRL-AAG3-1	842
HGNC:34680	TRL-AAG4-1	842
HGNC:34602	TRL-AAG5-1	1877
HGNC:34998	TRL-AAG6-1	1681
HGNC:35068	TRL-AAG7-1	1681
HGNC:34917	TRL-AAG8-1	1877
HGNC:38583	TRL-CAA1-1	842
HGNC:34800	TRL-CAA1-2	842
HGNC:34867	TRL-CAA2-1	842
HGNC:34597	TRL-CAA3-1	842
HGNC:34762	TRL-CAA4-1	842
HGNC:34938	TRL-CAA5-1	1877
HGNC:34560	TRL-CAA6-1	842
HGNC:35074	TRL-CAA7-1	
HGNC:34962	TRL-CAG1-1	842
HGNC:34568	TRL-CAG1-2	842
HGNC:34883	TRL-CAG1-3	842
HGNC:34932	TRL-CAG1-4	842
HGNC:34701	TRL-CAG1-5	842
HGNC:34577	TRL-CAG1-6	842
HGNC:34854	TRL-CAG1-7	842
HGNC:34692	TRL-CAG2-1	842
HGNC:34649	TRL-CAG2-2	842
HGNC:34767	TRL-CAG3-1	
HGNC:34880	TRL-TAA1-1	842
HGNC:34726	TRL-TAA2-1	842
HGNC:34803	TRL-TAA3-1	842
HGNC:34626	TRL-TAA4-1	842
HGNC:34737	TRL-TAA5-1	1681
HGNC:12316	TRL-TAG1-1	842
HGNC:34713	TRL-TAG2-1	842
HGNC:34591	TRL-TAG3-1	842
HGNC:35011	TRL-TAG4-1	1681
HGNC:34764	TRM-CAT1-1	842
HGNC:34697	TRM-CAT2-1	842
HGNC:34779	TRM-CAT3-1	842
HGNC:34673	TRM-CAT3-2	842
HGNC:34661	TRM-CAT4-1	842
HGNC:34922	TRM-CAT4-2	842
HGNC:34959	TRM-CAT4-3	842
HGNC:34869	TRM-CAT5-1	842
HGNC:54713	TRM-CAT5-2	842
HGNC:34789	TRM-CAT6-1	842
HGNC:34645	TRM-CAT7-1	842
HGNC:12319	TRM2	
HGNC:12320	TRMA	
HGNC:12321	TRMEP1	
HGNC:30967	TRMO	1398
HGNC:25980	TRMT1	2059|73
HGNC:16782	TRMT1L	2059|28
HGNC:55145	TRMT1P1	
HGNC:24974	TRMT2A	1691|2059
HGNC:25748	TRMT2B	2059
HGNC:41116	TRMT2B-AS1	1987
HGNC:23141	TRMT5	2059
HGNC:20900	TRMT6	
HGNC:26725	TRMT9B	2059
HGNC:28403	TRMT10A	1294
HGNC:26454	TRMT10B	1294
HGNC:52409	TRMT10BP1	
HGNC:26022	TRMT10C	1294|1534
HGNC:21080	TRMT11	2059
HGNC:26091	TRMT12	1400
HGNC:25502	TRMT13	2062|3342
HGNC:26653	TRMT44	2062
HGNC:23790	TRMT61A	2059
HGNC:56082	TRMT61A-DT	1990
HGNC:26070	TRMT61B	2059
HGNC:26940	TRMT112	
HGNC:44020	TRMT112P1	
HGNC:44021	TRMT112P2	
HGNC:44022	TRMT112P3	
HGNC:44023	TRMT112P4	
HGNC:44024	TRMT112P5	
HGNC:44025	TRMT112P6	
HGNC:44026	TRMT112P7	
HGNC:56991	TRMT112P8	
HGNC:25481	TRMU	
HGNC:34887	TRN-ATT1-1	1877
HGNC:50812	TRN-ATT1-2	1877
HGNC:34688	TRN-GTT1-1	842
HGNC:12324	TRN-GTT2-1	842
HGNC:34971	TRN-GTT2-2	842
HGNC:34643	TRN-GTT2-3	842
HGNC:34595	TRN-GTT2-4	842
HGNC:34738	TRN-GTT2-5	842
HGNC:34758	TRN-GTT2-6	842
HGNC:54714	TRN-GTT2-7	842
HGNC:54715	TRN-GTT2-8	842
HGNC:34890	TRN-GTT3-1	842
HGNC:34689	TRN-GTT3-2	
HGNC:33197	TRN-GTT4-1	842
HGNC:38582	TRN-GTT5-1	842
HGNC:33198	TRN-GTT6-1	842
HGNC:34562	TRN-GTT7-1	842
HGNC:34618	TRN-GTT8-1	842
HGNC:34870	TRN-GTT9-1	842
HGNC:34756	TRN-GTT9-2	842
HGNC:35092	TRN-GTT10-1	842
HGNC:34669	TRN-GTT11-1	842
HGNC:34820	TRN-GTT11-2	842
HGNC:34924	TRN-GTT12-1	842
HGNC:34746	TRN-GTT13-1	1877
HGNC:34553	TRN-GTT14-1	
HGNC:34796	TRN-GTT15-1	1877
HGNC:54203	TRN-GTT15-2	1877
HGNC:34628	TRN-GTT16-1	1877
HGNC:34834	TRN-GTT16-2	
HGNC:34639	TRN-GTT16-3	1877
HGNC:34727	TRN-GTT16-4	
HGNC:34906	TRN-GTT16-5	1681
HGNC:34657	TRN-GTT17-1	1877
HGNC:50799	TRN-GTT18-1	1877
HGNC:34949	TRN-GTT19-1	
HGNC:54205	TRN-GTT19-2	1877
HGNC:34829	TRN-GTT20-1	1877
HGNC:38584	TRN-GTT21-1	1681
HGNC:35111	TRN-GTT22-1	1681
HGNC:35064	TRN-GTT23-1	1681
HGNC:54716	TRN-GTT24-1	842
HGNC:54717	TRN-GTT25-1	842
HGNC:54718	TRN-GTT26-1	842
HGNC:54719	TRN-GTT27-1	842
HGNC:34804	TRNAC17	
HGNC:12267	TRNAE2	
HGNC:12272	TRNAG1	
HGNC:34709	TRNAG14	
HGNC:34743	TRNAI10	
HGNC:34837	TRNAI14	
HGNC:34872	TRNAI16	
HGNC:34899	TRNAI19	
HGNC:35002	TRNAI27	
HGNC:34636	TRNAK10	
HGNC:34843	TRNAK25	
HGNC:34844	TRNAL25	
HGNC:12317	TRNAL47P	
HGNC:12323	TRNAMI2	
HGNC:34586	TRNAN6	
HGNC:34968	TRNAN31	
HGNC:34972	TRNAN33	
HGNC:34565	TRNAQ4	
HGNC:34672	TRNAR13	
HGNC:30813	TRNAU1AP	725
HGNC:34582	TRNAV13	
HGNC:12356	TRNAVP1	
HGNC:12357	TRNAVP2	
HGNC:12358	TRNAVP3	
HGNC:12359	TRNAVP4	
HGNC:12325	TRNL	
HGNC:34348	TRNP1	
HGNC:17341	TRNT1	
HGNC:56781	TRNT1P1	
HGNC:56782	TRNT1P2	
HGNC:12326	TRO	1835|1136
HGNC:12327	TROAP	
HGNC:55453	TROAP-AS1	1987
HGNC:12328	TROB1	
HGNC:12329	TROB2	
HGNC:34579	TRP-AGG1-1	842
HGNC:34578	TRP-AGG2-1	842
HGNC:34786	TRP-AGG2-2	842
HGNC:34840	TRP-AGG2-3	842
HGNC:34631	TRP-AGG2-4	842
HGNC:12330	TRP-AGG2-5	842
HGNC:12331	TRP-AGG2-6	842
HGNC:34698	TRP-AGG2-7	842
HGNC:34862	TRP-AGG2-8	842
HGNC:34929	TRP-AGG3-1	1877
HGNC:35107	TRP-AGG4-1	1681
HGNC:35055	TRP-AGG5-1	
HGNC:35049	TRP-AGG6-1	1681
HGNC:34774	TRP-CGG1-1	842
HGNC:34784	TRP-CGG1-2	842
HGNC:34686	TRP-CGG1-3	842
HGNC:34734	TRP-CGG2-1	842
HGNC:35026	TRP-GGG1-1	1877
HGNC:34852	TRP-TGG1-1	842
HGNC:34787	TRP-TGG2-1	842
HGNC:12332	TRP-TGG3-1	842
HGNC:34648	TRP-TGG3-2	842
HGNC:34903	TRP-TGG3-3	842
HGNC:34956	TRP-TGG3-4	842
HGNC:34847	TRP-TGG3-5	842
HGNC:35056	TRP-TGG4-1	1681
HGNC:35090	TRP-TGG5-1	1681
HGNC:497	TRPA1	249|403
HGNC:57045	TRPA2P	
HGNC:12333	TRPC1	403|249
HGNC:12334	TRPC2	249
HGNC:12335	TRPC3	249|403
HGNC:12336	TRPC4	403|249
HGNC:16181	TRPC4AP	1492|694
HGNC:12337	TRPC5	694|249|403
HGNC:40593	TRPC5OS	
HGNC:12338	TRPC6	403|1691|249
HGNC:23270	TRPC6P1	716
HGNC:55943	TRPC6P2	
HGNC:55944	TRPC6P3	
HGNC:55945	TRPC6P4	
HGNC:55946	TRPC6P5	
HGNC:55947	TRPC6P6	
HGNC:55948	TRPC6P7	
HGNC:55949	TRPC6P8	
HGNC:55950	TRPC6P9	
HGNC:55951	TRPC6P10	
HGNC:20754	TRPC7	249|403
HGNC:40936	TRPC7-AS1	1987
HGNC:40937	TRPC7-AS2	1987
HGNC:7146	TRPM1	1691|249
HGNC:12339	TRPM2	667|249
HGNC:50758	TRPM2-AS	1987
HGNC:17992	TRPM3	1691|249
HGNC:17993	TRPM4	249
HGNC:14323	TRPM5	249
HGNC:17995	TRPM6	249
HGNC:17994	TRPM7	249
HGNC:17961	TRPM8	249
HGNC:12340	TRPS1	82|28
HGNC:56224	TRPS1-AS1	1987
HGNC:20316	TRPT1	
HGNC:12716	TRPV1	403|249
HGNC:18082	TRPV2	249|403
HGNC:18084	TRPV3	249|403
HGNC:18083	TRPV4	403|249
HGNC:3145	TRPV5	249|403
HGNC:14006	TRPV6	403|249
HGNC:34853	TRQ-CTG1-1	842
HGNC:34752	TRQ-CTG1-2	842
HGNC:34683	TRQ-CTG1-3	842
HGNC:34884	TRQ-CTG1-4	842
HGNC:12341	TRQ-CTG1-5	842
HGNC:34831	TRQ-CTG2-1	842
HGNC:34954	TRQ-CTG3-1	842
HGNC:34702	TRQ-CTG3-2	842
HGNC:34615	TRQ-CTG4-1	842
HGNC:34824	TRQ-CTG4-2	842
HGNC:34896	TRQ-CTG5-1	842
HGNC:34777	TRQ-CTG6-1	842
HGNC:34555	TRQ-CTG7-1	842
HGNC:34780	TRQ-CTG8-1	1877
HGNC:34716	TRQ-CTG8-2	1877
HGNC:54206	TRQ-CTG8-3	1877
HGNC:35108	TRQ-CTG9-1	1681
HGNC:34889	TRQ-CTG10-1	1877
HGNC:35023	TRQ-CTG11-1	1681
HGNC:34957	TRQ-CTG12-1	1877
HGNC:35115	TRQ-CTG13-1	1681
HGNC:38574	TRQ-CTG14-1	
HGNC:34575	TRQ-CTG15-1	
HGNC:35078	TRQ-CTG16-1	1681
HGNC:34868	TRQ-CTG17-1	1681
HGNC:34919	TRQ-CTG18-1	
HGNC:12342	TRQ-TTG1-1	842
HGNC:34700	TRQ-TTG2-1	842
HGNC:34888	TRQ-TTG3-1	842
HGNC:34748	TRQ-TTG3-2	842
HGNC:34633	TRQ-TTG3-3	842
HGNC:34991	TRQ-TTG4-1	842
HGNC:35046	TRQ-TTG5-1	1681
HGNC:34585	TRQ-TTG6-1	1681
HGNC:35014	TRQ-TTG7-1	
HGNC:35080	TRQ-TTG8-1	
HGNC:35084	TRQ-TTG9-1	
HGNC:34569	TRQ-TTG10-1	1681
HGNC:34964	TRR-ACG1-1	842
HGNC:12344	TRR-ACG1-2	842
HGNC:34806	TRR-ACG1-3	842
HGNC:34664	TRR-ACG2-1	842
HGNC:34729	TRR-ACG2-2	842
HGNC:34660	TRR-ACG2-3	842
HGNC:34997	TRR-ACG2-4	842
HGNC:34933	TRR-CCG1-1	842
HGNC:34644	TRR-CCG1-2	842
HGNC:34735	TRR-CCG1-3	842
HGNC:12346	TRR-CCG2-1	842
HGNC:34638	TRR-CCT1-1	842
HGNC:34744	TRR-CCT2-1	842
HGNC:34730	TRR-CCT3-1	842
HGNC:34975	TRR-CCT4-1	842
HGNC:34833	TRR-CCT5-1	842
HGNC:35096	TRR-CCT6-1	1681
HGNC:35019	TRR-CCT6-2	
HGNC:35013	TRR-CCT7-1	1681
HGNC:35077	TRR-CCT8-1	
HGNC:35114	TRR-CCT9-1	1681
HGNC:34827	TRR-TCG1-1	842
HGNC:34979	TRR-TCG2-1	842
HGNC:34939	TRR-TCG3-1	842
HGNC:12345	TRR-TCG4-1	842
HGNC:34593	TRR-TCG5-1	842
HGNC:34584	TRR-TCG6-1	842
HGNC:34695	TRR-TCT1-1	842
HGNC:12343	TRR-TCT2-1	842
HGNC:34670	TRR-TCT3-1	842
HGNC:34677	TRR-TCT3-2	842
HGNC:34728	TRR-TCT4-1	842
HGNC:34571	TRR-TCT5-1	842
HGNC:12347	TRRAP	1492|1059|1691|1634
HGNC:35102	TRS-ACT1-1	1681
HGNC:34920	TRS-AGA1-1	842
HGNC:34950	TRS-AGA2-1	842
HGNC:34637	TRS-AGA2-2	842
HGNC:16293	TRS-AGA2-3	842
HGNC:34810	TRS-AGA2-4	842
HGNC:34811	TRS-AGA2-5	842
HGNC:34747	TRS-AGA2-6	842
HGNC:33201	TRS-AGA3-1	842
HGNC:34629	TRS-AGA4-1	842
HGNC:35001	TRS-AGA5-1	1877
HGNC:34989	TRS-AGA6-1	1877
HGNC:35060	TRS-AGA7-1	
HGNC:34596	TRS-CGA1-1	842
HGNC:34600	TRS-CGA2-1	842
HGNC:34768	TRS-CGA3-1	842
HGNC:34714	TRS-CGA4-1	842
HGNC:34719	TRS-GCT1-1	842
HGNC:34559	TRS-GCT2-1	842
HGNC:34851	TRS-GCT3-1	842
HGNC:34788	TRS-GCT4-1	842
HGNC:34792	TRS-GCT4-2	842
HGNC:34898	TRS-GCT4-3	842
HGNC:34721	TRS-GCT5-1	842
HGNC:34781	TRS-GCT6-1	842
HGNC:34845	TRS-TGA1-1	842
HGNC:16292	TRS-TGA2-1	842
HGNC:34999	TRS-TGA3-1	842
HGNC:16294	TRS-TGA4-1	842
HGNC:34995	TRSUP-CTA1-1	
HGNC:35012	TRSUP-CTA2-1	
HGNC:35043	TRSUP-CTA3-1	
HGNC:34640	TRSUP-TTA1-1	1877
HGNC:34897	TRSUP-TTA2-1	
HGNC:35024	TRSUP-TTA3-1	
HGNC:34750	TRT-AGT1-1	842
HGNC:34785	TRT-AGT1-2	842
HGNC:34563	TRT-AGT1-3	842
HGNC:34886	TRT-AGT2-1	842
HGNC:34908	TRT-AGT2-2	842
HGNC:35003	TRT-AGT3-1	842
HGNC:34942	TRT-AGT4-1	842
HGNC:35008	TRT-AGT5-1	842
HGNC:34705	TRT-AGT6-1	842
HGNC:12352	TRT-AGT7-1	1877
HGNC:34594	TRT-CGT1-1	842
HGNC:34646	TRT-CGT2-1	842
HGNC:34928	TRT-CGT3-1	842
HGNC:34808	TRT-CGT4-1	842
HGNC:34866	TRT-CGT5-1	842
HGNC:34821	TRT-CGT6-1	1877
HGNC:34912	TRT-TGT1-1	842
HGNC:34946	TRT-TGT2-1	842
HGNC:12351	TRT-TGT3-1	842
HGNC:34988	TRT-TGT4-1	842
HGNC:34826	TRT-TGT5-1	842
HGNC:12350	TRT-TGT6-1	842
HGNC:12348	TRU-TCA1-1	842
HGNC:12349	TRU-TCA2-1	1877
HGNC:34525	TRU-TCA3-1	1877
HGNC:16060	TRUB1	1665
HGNC:17170	TRUB2	1665
HGNC:50813	TRUND-NNN1-1	1877
HGNC:50814	TRUND-NNN2-1	1877
HGNC:50815	TRUND-NNN3-1	1681
HGNC:50816	TRUND-NNN4-1	1681
HGNC:50817	TRUND-NNN5-1	1877
HGNC:50818	TRUND-NNN6-1	
HGNC:50819	TRUND-NNN7-1	
HGNC:50820	TRUND-NNN8-1	
HGNC:50821	TRUND-NNN9-1	
HGNC:50822	TRUND-NNN10-1	
HGNC:34885	TRV-AAC1-1	842
HGNC:34542	TRV-AAC1-2	842
HGNC:12355	TRV-AAC1-3	842
HGNC:12353	TRV-AAC1-4	842
HGNC:33246	TRV-AAC1-5	842
HGNC:34543	TRV-AAC2-1	842
HGNC:33247	TRV-AAC3-1	842
HGNC:34723	TRV-AAC4-1	842
HGNC:34573	TRV-AAC5-1	842
HGNC:34740	TRV-AAC6-1	1877
HGNC:34973	TRV-AAC7-1	1877
HGNC:34941	TRV-CAC1-1	842
HGNC:12354	TRV-CAC1-2	842
HGNC:33248	TRV-CAC1-3	842
HGNC:34541	TRV-CAC1-4	842
HGNC:33245	TRV-CAC1-5	842
HGNC:34790	TRV-CAC1-6	842
HGNC:54846	TRV-CAC1-7	842
HGNC:34931	TRV-CAC2-1	842
HGNC:34985	TRV-CAC3-1	842
HGNC:34893	TRV-CAC4-1	842
HGNC:34791	TRV-CAC5-1	842
HGNC:34936	TRV-CAC6-1	842
HGNC:34662	TRV-CAC7-1	1877
HGNC:34704	TRV-CAC8-1	1877
HGNC:34759	TRV-CAC9-1	1877
HGNC:38576	TRV-CAC10-1	1877
HGNC:38578	TRV-CAC11-1	1681
HGNC:35052	TRV-CAC11-2	1681
HGNC:34632	TRV-CAC12-1	
HGNC:35075	TRV-CAC13-1	1877
HGNC:35050	TRV-CAC14-1	842
